Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000154124,GRCh38_OTULIN,21,-1.0329,34,-0.3171,53,0.42862,55,0.57898,33,-0.3430,40,-0.0081
GRCh38_ENSG00000154122,GRCh38_ANKH,37,-0.0879,22,-0.9569,58,0.63233,46,0.28127,35,-0.1802,42,0.14828
GRCh38_ENSG00000173545,GRCh38_ZNF622,23,-0.9790,48,0.20492,32,-0.4599,42,-0.0443,38,-0.1885,52,0.41881
GRCh38_ENSG00000145555,GRCh38_MYO10,53,-0.8086,54,-0.8638,66,-0.4850,104,0.27365,169,1.06037,97,0.17328
GRCh38_ENSG00000176788,GRCh38_BASP1,79,-0.3134,45,-1.2963,135,0.54129,122,0.41933,126,0.42575,99,0.04044
GRCh38_ENSG00000113360,GRCh38_DROSHA,20,-0.6645,13,-1.4118,22,-0.5297,19,-0.7988,61,1.14373,47,0.95843
GRCh38_ENSG00000082213,GRCh38_C5orf22,9,-0.7022,12,-0.3360,1,-3.2974,21,0.62312,20,0.41299,18,0.34648
GRCh38_ENSG00000113384,GRCh38_GOLPH3,72,-0.5186,92,-0.1667,92,-0.1386,109,0.14475,114,0.19847,109,0.16518
GRCh38_ENSG00000150712,GRCh38_MTMR12,23,-0.5205,34,0.14413,29,-0.1544,25,-0.4354,32,-0.0058,39,0.42489
GRCh38_ENSG00000056097,GRCh38_ZFR,28,-0.7749,30,-0.7199,45,-0.0133,68,0.74206,55,0.28323,45,-0.0406
GRCh38_ENSG00000113387,GRCh38_SUB1,277,-0.4247,317,-0.2401,270,-0.4662,264,-0.5511,672,1.03294,415,0.28751
GRCh38_ENSG00000113407,GRCh38_TARS,60,-1.0427,76,-0.7662,125,0.08981,141,0.31888,135,0.20713,143,0.41442
GRCh38_ENSG00000151388,GRCh38_ADAMTS12,46,1.08234,8,-1.7518,81,2.17223,22,-0.1683,27,0.19978,9,-1.7706
GRCh38_ENSG00000242110,GRCh38_AMACR,16,-0.3386,18,-0.1837,16,-0.3716,13,-0.7155,37,1.04081,23,0.27549
GRCh38_ENSG00000039560,GRCh38_RAI14,60,0.22197,27,-1.1254,105,1.16061,55,0.06665,82,0.72615,39,-0.5973
GRCh38_ENSG00000113456,GRCh38_RAD1,15,-0.7826,12,-1.2327,10,-1.4178,38,0.73013,38,0.63479,31,0.41092
GRCh38_ENSG00000113460,GRCh38_BRIX1,26,-0.6341,20,-1.1202,28,-0.5213,34,-0.2563,76,1.09522,52,0.59686
GRCh38_ENSG00000168724,GRCh38_DNAJC21,22,-0.6994,22,-0.7361,26,-0.4652,43,0.40168,43,0.34905,41,0.38430
GRCh38_ENSG00000168685,GRCh38_IL7R,61,0.50197,14,-1.8781,71,0.76124,58,0.46423,119,1.68601,18,-1.6239
GRCh38_ENSG00000145604,GRCh38_SKP2,7,-1.0051,8,-0.9618,7,-1.0154,27,1.32165,33,1.44260,7,-1.1151
GRCh38_ENSG00000164190,GRCh38_NIPBL,38,-0.8128,37,-0.9035,41,-0.6721,157,1.94308,39,-0.7760,44,-0.7208
GRCh38_ENSG00000113569,GRCh38_NUP155,10,-1.6317,11,-1.5409,36,0.38186,53,1.20716,38,0.45332,25,-0.2732
GRCh38_ENSG00000082068,GRCh38_WDR70,11,-0.9230,13,-0.7621,15,-0.4829,29,0.66787,32,0.72609,21,0.02054
GRCh38_ENSG00000145623,GRCh38_OSMR,42,-0.8815,72,-0.0692,33,-1.2277,104,0.62845,116,0.71931,68,-0.1978
GRCh38_ENSG00000164327,GRCh38_RICTOR,12,-1.1118,19,-0.4227,6,-1.9791,62,1.95988,18,-0.4799,16,-0.7806
GRCh38_ENSG00000082074,GRCh38_FYB1,54,-0.6707,36,-1.3753,50,-0.7772,143,1.07957,49,-0.8208,105,0.52285
GRCh38_ENSG00000153071,GRCh38_DAB2,53,0.42487,21,-1.0775,115,1.80870,46,0.20555,38,-0.1238,23,-1.0878
GRCh38_ENSG00000132356,GRCh38_PRKAA1,20,-0.9033,20,-0.9864,48,0.44371,51,0.64264,45,0.34521,36,-0.0263
GRCh38_ENSG00000145592,GRCh38_RPL37,1595,-0.8687,1732,-0.8134,1976,-0.5393,3584,0.47351,3830,0.52285,3262,0.34028
GRCh38_ENSG00000132357,GRCh38_CARD6,11,-2.0420,36,-0.2611,35,-0.2981,68,0.91152,29,-0.5778,46,0.19492
GRCh38_ENSG00000083720,GRCh38_OXCT1,11,-1.7000,21,-0.8429,25,-0.4877,43,0.40637,36,0.08159,48,0.73958
GRCh38_ENSG00000205765,GRCh38_C5orf51,10,-1.0895,9,-1.2895,24,0.20079,39,1.22792,23,0.15680,19,-0.2506
GRCh38_ENSG00000250722,GRCh38_SELENOP,87,1.05008,29,-0.7924,157,2.19156,41,-0.1946,12,-2.0597,22,-1.3385
GRCh38_ENSG00000177721,GRCh38_ANXA2R,20,0.55175,16,0.26944,3,-2.1625,10,-0.5651,16,0.18965,16,0.31115
GRCh38_ENSG00000172262,GRCh38_ZNF131,12,-1.1320,19,-0.4743,14,-0.9314,31,0.41571,23,-0.1126,34,0.64295
GRCh38_ENSG00000112972,GRCh38_HMGCS1,72,-1.3898,238,0.54359,104,-0.8322,183,0.04853,25,-2.9148,245,0.71844
GRCh38_ENSG00000151881,GRCh38_TMEM267,8,-0.9422,9,-0.8480,9,-0.8928,14,-0.2066,21,0.51876,24,0.94187
GRCh38_ENSG00000172239,GRCh38_PAIP1,37,-0.7179,41,-0.6150,53,-0.1617,87,0.74584,65,0.15289,59,0.00485
GRCh38_ENSG00000112992,GRCh38_NNT,21,-0.1520,15,-0.6909,20,-0.2448,37,0.85676,42,0.96561,15,-0.7837
GRCh38_ENSG00000112996,GRCh38_MRPS30,26,-0.5599,22,-0.9153,31,-0.3249,33,-0.2151,46,0.31290,55,0.83288
GRCh38_ENSG00000170571,GRCh38_EMB,7,-1.0524,14,-0.1080,22,0.64620,29,1.32648,14,-0.0992,6,-1.4774
GRCh38_ENSG00000151883,GRCh38_PARP8,16,0.32707,7,-1.0656,25,1.07278,16,0.30131,9,-0.5442,12,-0.1746
GRCh38_ENSG00000152684,GRCh38_PELO,32,0.34257,26,-0.0145,38,0.61497,11,-1.4096,37,0.58503,26,0.02617
GRCh38_ENSG00000213949,GRCh38_ITGA1,58,0.39182,26,-0.9732,103,1.36847,66,0.67589,58,0.38449,19,-1.5876
GRCh38_ENSG00000164171,GRCh38_ITGA2,32,-1.0586,33,-1.0991,42,-0.6460,97,0.81746,113,0.95678,63,-0.0322
GRCh38_ENSG00000164172,GRCh38_MOCS2,6,-0.9823,12,-0.0520,9,-0.4513,13,0.05471,21,0.85881,13,0.02369
GRCh38_ENSG00000134363,GRCh38_FST,6,-1.0272,6,-1.1027,0,-4.1328,10,-0.2066,71,3.67531,2,-2.4444
GRCh38_ENSG00000164258,GRCh38_NDUFS4,46,0.02706,35,-0.4319,22,-1.0907,40,-0.2127,58,0.39697,59,0.56060
GRCh38_ENSG00000178996,GRCh38_SNX18,18,-1.0522,25,-0.6206,47,0.39221,57,0.86388,39,0.12692,32,-0.2782
GRCh38_ENSG00000145649,GRCh38_GZMA,41,-0.3681,26,-1.1782,52,0.00260,49,-0.1095,48,-0.1197,77,0.87563
GRCh38_ENSG00000164294,GRCh38_GPX8,34,0.36719,11,-1.3804,64,1.46962,20,-0.4844,62,1.42832,15,-1.0659
GRCh38_ENSG00000067248,GRCh38_DHX29,11,-0.9432,14,-0.7464,34,0.76316,28,0.48035,35,0.81000,17,-0.4772
GRCh38_ENSG00000039123,GRCh38_MTREX,25,-0.1948,21,-0.5274,34,0.32687,27,-0.0319,42,0.66937,27,-0.0363
GRCh38_ENSG00000067113,GRCh38_PLPP1,24,0.10293,7,-1.7529,64,1.80669,20,-0.1704,26,0.23361,18,-0.3847
GRCh38_ENSG00000177058,GRCh38_SLC38A9,8,-0.8507,11,-0.3365,16,0.20972,17,0.41054,12,-0.1259,15,0.14158
GRCh38_ENSG00000134352,GRCh38_IL6ST,44,-0.3753,33,-0.9132,41,-0.5030,126,1.68389,84,0.64992,25,-1.4289
GRCh38_ENSG00000095015,GRCh38_MAP3K1,25,-0.6730,31,-0.3754,59,0.69874,65,1.00347,14,-1.5291,32,-0.3661
GRCh38_ENSG00000062194,GRCh38_GPBP1,51,-0.1615,53,-0.1162,60,0.08791,61,0.12121,50,-0.1935,59,0.09666
GRCh38_ENSG00000145632,GRCh38_PLK2,73,-0.7709,101,-0.2940,119,-0.0070,116,-0.0525,86,-0.5103,161,0.65751
GRCh38_ENSG00000164181,GRCh38_ELOVL7,1,-4.2989,69,1.53089,27,-0.2814,54,0.95022,3,-3.3843,17,-1.2246
GRCh38_ENSG00000164182,GRCh38_NDUFAF2,7,-1.2588,12,-0.3940,5,-1.7476,14,-0.2392,35,1.34592,19,0.44681
GRCh38_ENSG00000188725,GRCh38_SMIM15,21,-0.2790,11,-1.2945,13,-0.9875,43,1.09220,34,0.51729,23,-0.0999
GRCh38_ENSG00000130449,GRCh38_ZSWIM6,11,-0.2537,11,-0.2005,15,0.26419,18,0.65554,12,-0.1433,10,-0.4060
GRCh38_ENSG00000068796,GRCh38_KIF2A,7,-1.0404,9,-0.6777,16,0.21812,27,1.36470,22,0.76960,6,-1.3003
GRCh38_ENSG00000086200,GRCh38_IPO11,10,-0.6458,11,-0.4645,34,1.40143,14,-0.1132,18,0.34247,12,-0.4234
GRCh38_ENSG00000153006,GRCh38_SREK1IP1,24,-1.3508,69,0.31235,55,-0.0911,78,0.53360,50,-0.2387,53,-0.1752
GRCh38_ENSG00000153015,GRCh38_CWC27,8,-0.7037,9,-0.7130,14,0.05321,20,0.70144,26,1.07751,10,-0.5913
GRCh38_ENSG00000113597,GRCh38_TRAPPC13,14,0.03416,12,-0.1996,17,0.36223,13,-0.1088,20,0.60255,12,-0.2750
GRCh38_ENSG00000112851,GRCh38_ERBIN,29,-1.0653,60,0.04857,83,0.56368,114,1.33847,23,-1.3939,34,-1.0128
GRCh38_ENSG00000153914,GRCh38_SREK1,56,0.47656,21,-1.1019,28,-0.6385,46,0.17869,53,0.39861,48,0.30924
GRCh38_ENSG00000069020,GRCh38_MAST4,32,-1.3571,104,0.51402,63,-0.3540,112,0.66589,48,-0.7796,71,-0.2082
GRCh38_ENSG00000145675,GRCh38_PIK3R1,16,-0.2332,8,-1.3349,56,1.95458,29,0.90001,10,-0.8624,9,-1.3173
GRCh38_ENSG00000145740,GRCh38_SLC30A5,26,0.18195,20,-0.2632,22,-0.0675,21,-0.1663,36,0.72147,22,-0.1203
GRCh38_ENSG00000134057,GRCh38_CCNB1,18,-0.4410,7,-2.0222,11,-1.2078,23,-0.0713,89,2.41298,20,-0.3129
GRCh38_ENSG00000134056,GRCh38_MRPS36,17,-0.4463,15,-0.6949,19,-0.2694,23,0.04634,22,-0.0339,30,0.65747
GRCh38_ENSG00000134058,GRCh38_CDK7,10,-0.6285,15,-0.0116,4,-1.9767,12,-0.3193,18,0.34433,21,0.73445
GRCh38_ENSG00000085231,GRCh38_AK6,25,0.25992,12,-0.8736,12,-0.8084,13,-0.8322,44,1.23158,26,0.47191
GRCh38_ENSG00000273841,GRCh38_TAF9,41,-0.1616,31,-0.6424,47,0.05766,47,0.08785,57,0.38357,50,0.20995
GRCh38_ENSG00000152939,GRCh38_MARVELD2,9,-0.4517,12,-0.1113,8,-0.7035,17,0.54131,12,-0.0722,13,0.07284
GRCh38_ENSG00000197822,GRCh38_OCLN,0,-5.4613,48,2.02117,12,-0.6334,29,0.84705,0,-8.1973,7,-1.7020
GRCh38_ENSG00000249437,GRCh38_NAIP,17,0.31668,8,-0.9789,9,-0.7047,12,-0.2441,11,-0.3041,21,0.90486
GRCh38_ENSG00000131844,GRCh38_MCCC2,15,-0.8588,24,-0.1568,28,0.08186,23,-0.2005,37,0.54641,29,0.23694
GRCh38_ENSG00000131711,GRCh38_MAP1B,35,1.00106,9,-1.2799,34,0.92380,31,0.90160,24,0.35084,7,-1.8211
GRCh38_ENSG00000113048,GRCh38_MRPS27,27,-0.1403,9,-1.9898,27,-0.1403,35,0.26226,52,0.91695,35,0.35170
GRCh38_ENSG00000083312,GRCh38_TNPO1,41,-0.3382,31,-0.8150,64,0.37481,81,0.91064,68,0.48653,36,-0.6507
GRCh38_ENSG00000157107,GRCh38_FCHO2,2,-3.3514,27,0.69552,24,0.45645,40,1.57595,6,-1.5783,6,-1.8563
GRCh38_ENSG00000251493,GRCh38_FOXD1,12,-1.2147,16,-0.7833,3,-2.8960,18,-0.5938,89,2.19216,29,0.22611
GRCh38_ENSG00000145741,GRCh38_BTF3,209,-0.6633,216,-0.6758,217,-0.6110,304,-0.0904,383,0.29474,449,0.76392
GRCh38_ENSG00000164338,GRCh38_UTP15,8,-0.5600,11,-0.0054,11,0.01266,6,-0.8777,26,1.38655,11,-0.1055
GRCh38_ENSG00000214944,GRCh38_ARHGEF28,9,-1.2535,13,-0.7321,10,-1.1150,26,0.42373,37,0.92595,24,0.33199
GRCh38_ENSG00000171617,GRCh38_ENC1,56,0.37803,37,-0.3329,36,-0.3521,35,-0.4164,79,0.94639,44,-0.0413
GRCh38_ENSG00000049860,GRCh38_HEXB,77,-0.1506,65,-0.4470,216,1.61587,55,-0.7450,108,0.39946,68,-0.4218
GRCh38_ENSG00000164346,GRCh38_NSA2,43,-0.4544,45,-0.4495,55,-0.0938,60,0.06606,76,0.43279,65,0.25327
GRCh38_ENSG00000113161,GRCh38_HMGCR,24,-1.1234,67,0.51438,32,-0.7069,57,0.23736,18,-1.5711,61,0.39820
GRCh38_ENSG00000113163,GRCh38_CERT1,18,-0.6590,21,-0.5326,37,0.42562,42,0.74442,22,-0.3701,26,-0.1209
GRCh38_ENSG00000164220,GRCh38_F2RL2,17,0.12848,12,-0.4526,49,2.06486,8,-0.9856,13,-0.2596,11,-0.5796
GRCh38_ENSG00000181104,GRCh38_F2R,72,0.33256,35,-0.8943,156,1.68849,54,-0.1618,64,0.12318,40,-0.7381
GRCh38_ENSG00000164251,GRCh38_F2RL1,6,-1.9958,25,0.10954,5,-2.2078,37,0.87655,22,-0.1284,26,0.20147
GRCh38_ENSG00000164252,GRCh38_AGGF1,14,-0.5878,12,-0.9588,21,0.00379,19,-0.1690,28,0.46063,29,0.65202
GRCh38_ENSG00000164253,GRCh38_WDR41,12,-0.5428,7,-1.4725,18,0.12179,20,0.29018,30,0.95318,18,0.18413
GRCh38_ENSG00000171530,GRCh38_TBCA,76,-0.4453,91,-0.1860,71,-0.5554,71,-0.6043,181,0.97591,119,0.35163
GRCh38_ENSG00000132842,GRCh38_AP3B1,15,-1.1385,25,-0.4022,27,-0.2499,48,0.76166,44,0.52022,29,-0.1958
GRCh38_ENSG00000085365,GRCh38_SCAMP1,27,-0.8261,48,0.10522,53,0.23320,52,0.23101,42,-0.1280,45,-0.0384
GRCh38_ENSG00000145685,GRCh38_LHFPL2,39,-0.6394,50,-0.2587,141,1.50754,76,0.48324,40,-0.5891,37,-0.8437
GRCh38_ENSG00000152409,GRCh38_JMY,9,-0.7607,24,0.90417,7,-1.0344,31,1.43729,4,-1.8908,6,-1.4515
GRCh38_ENSG00000152413,GRCh38_HOMER1,16,-0.1010,14,-0.3735,10,-0.7551,21,0.35341,11,-0.6247,21,0.47505
GRCh38_ENSG00000164329,GRCh38_TENT2,34,0.46932,17,-0.6877,23,-0.1234,29,0.23029,25,0.00604,26,0.08571
GRCh38_ENSG00000177034,GRCh38_MTX3,7,-1.2425,7,-1.4721,8,-1.2087,26,0.77586,12,-0.5994,27,0.98261
GRCh38_ENSG00000164300,GRCh38_SERINC5,6,-2.0085,34,0.61693,16,-0.6531,45,1.21730,11,-1.1573,17,-0.6464
GRCh38_ENSG00000039319,GRCh38_ZFYVE16,27,0.13011,11,-1.3859,39,0.71498,48,1.29340,18,-0.4919,16,-0.8061
GRCh38_ENSG00000228716,GRCh38_DHFR,11,-0.9018,9,-1.2305,28,0.60023,23,0.30261,41,1.26042,17,-0.3052
GRCh38_ENSG00000131732,GRCh38_ZCCHC9,8,-1.2291,23,0.38864,15,-0.2778,31,1.03058,15,-0.2950,12,-0.7497
GRCh38_ENSG00000145687,GRCh38_SSBP2,11,-0.1810,6,-1.1295,18,0.61370,10,-0.4009,6,-1.0544,19,0.94980
GRCh38_ENSG00000186468,GRCh38_RPS23,1146,-0.1505,763,-0.8579,1066,-0.2644,909,-0.5675,1983,0.75011,1685,0.64538
GRCh38_ENSG00000174695,GRCh38_TMEM167A,61,-0.4679,63,-0.4576,106,0.41719,94,0.25732,109,0.46997,76,-0.1474
GRCh38_ENSG00000038427,GRCh38_VCAN,103,-0.0339,32,-1.9377,397,2.43551,167,0.88313,67,-0.7133,30,-2.1804
GRCh38_ENSG00000127184,GRCh38_COX7C,317,-0.0558,203,-0.8265,245,-0.4628,220,-0.6892,564,0.89954,438,0.63352
GRCh38_ENSG00000145715,GRCh38_RASA1,30,-0.6454,58,0.43618,49,0.08568,47,0.04729,45,-0.0298,42,-0.1979
GRCh38_ENSG00000134480,GRCh38_CCNH,16,0.00667,14,-0.1990,15,-0.0541,13,-0.3408,21,0.46640,17,0.17547
GRCh38_ENSG00000176018,GRCh38_LYSMD3,17,0.23707,9,-0.8411,8,-0.8969,27,1.27102,16,0.17409,10,-0.6225
GRCh38_ENSG00000164199,GRCh38_ADGRV1,2,-3.8931,30,0.10440,32,0.15600,28,-0.0636,11,-1.4850,42,0.87079
GRCh38_ENSG00000113369,GRCh38_ARRDC3,37,0.05304,34,-0.0853,60,0.84900,51,0.67914,12,-1.6868,26,-0.6040
GRCh38_ENSG00000175471,GRCh38_MCTP1,10,-0.6801,12,-0.3678,8,-0.9381,25,0.95583,14,-0.1132,15,-0.0114
GRCh38_ENSG00000198677,GRCh38_TTC37,46,0.20563,21,-1.0973,21,-0.9960,71,1.13007,53,0.45115,32,-0.4130
GRCh38_ENSG00000173221,GRCh38_GLRX,63,0.82694,67,1.11806,70,1.01715,26,-0.6688,6,-2.7949,18,-1.2988
GRCh38_ENSG00000118985,GRCh38_ELL2,110,-0.4003,130,-0.1593,104,-0.4985,197,0.61322,105,-0.4774,150,0.10825
GRCh38_ENSG00000153113,GRCh38_CAST,76,-1.0981,156,0.01378,183,0.27227,261,1.02381,114,-0.4799,113,-0.6034
GRCh38_ENSG00000164307,GRCh38_ERAP1,54,-0.2346,43,-0.6414,71,0.18339,91,0.70547,71,0.19923,55,-0.2805
GRCh38_ENSG00000113441,GRCh38_LNPEP,25,-0.3431,15,-1.2020,27,-0.1984,68,1.61926,17,-0.9429,25,-0.4081
GRCh38_ENSG00000058729,GRCh38_RIOK2,12,-0.1310,8,-0.7614,10,-0.3866,14,0.05746,21,0.73064,15,0.25843
GRCh38_ENSG00000174136,GRCh38_RGMB,12,-0.3291,7,-1.2534,3,-2.0916,12,-0.3971,42,1.81868,18,0.37533
GRCh38_ENSG00000153922,GRCh38_CHD1,14,-0.7564,9,-1.4486,24,0.09182,41,1.09884,35,0.67682,19,-0.3706
GRCh38_ENSG00000174132,GRCh38_FAM174A,10,-1.0104,16,-0.4289,19,-0.0669,21,0.07736,24,0.25618,25,0.45046
GRCh38_ENSG00000145730,GRCh38_PAM,68,0.03835,36,-1.0404,144,1.30948,63,-0.0987,102,0.69558,51,-0.5086
GRCh38_ENSG00000145725,GRCh38_PPIP5K2,22,0.14042,12,-0.8661,16,-0.3706,30,0.76934,20,-0.0355,20,-0.0376
GRCh38_ENSG00000151422,GRCh38_FER,1,-3.1522,9,-0.7439,8,-0.8740,30,1.48927,23,0.79859,11,-0.5516
GRCh38_ENSG00000198961,GRCh38_PJA2,43,-0.2791,38,-0.5361,114,1.32925,74,0.66866,38,-0.5018,33,-0.8353
GRCh38_ENSG00000112893,GRCh38_MAN2A1,22,-0.3513,14,-1.0975,26,-0.1266,44,0.86639,44,0.73629,24,-0.3347
GRCh38_ENSG00000164209,GRCh38_SLC25A46,52,0.44818,23,-0.9112,47,0.29877,53,0.56784,52,0.46888,30,-0.5443
GRCh38_ENSG00000134987,GRCh38_WDR36,17,-0.4594,13,-0.9982,21,-0.1591,30,0.46865,24,0.08729,28,0.39788
GRCh38_ENSG00000164211,GRCh38_STARD4,8,-1.0067,10,-0.8973,12,-0.4311,26,0.82949,10,-0.7406,21,0.53550
GRCh38_ENSG00000134986,GRCh38_NREP,84,-0.2050,50,-1.0893,206,1.30523,75,-0.4217,51,-0.9664,121,0.51878
GRCh38_ENSG00000224032,GRCh38_EPB41L4A-AS1,15,-0.4741,5,-2.2714,19,-0.0609,8,-1.4092,25,0.34098,39,1.63515
GRCh38_ENSG00000134982,GRCh38_APC,9,-1.2518,18,-0.3264,19,-0.2101,43,1.36335,18,-0.3205,17,-0.5337
GRCh38_ENSG00000153037,GRCh38_SRP19,57,-0.0322,53,-0.1443,57,-0.0215,37,-0.7620,66,0.20782,73,0.49560
GRCh38_ENSG00000129625,GRCh38_REEP5,146,0.11895,103,-0.4794,189,0.54610,101,-0.5133,191,0.56156,140,0.07325
GRCh38_ENSG00000172795,GRCh38_DCP2,15,-0.5569,19,-0.2068,28,0.41434,32,0.70001,21,-0.0274,17,-0.4754
GRCh38_ENSG00000171444,GRCh38_MCC,12,-1.0433,22,-0.1626,6,-2.0769,38,0.84488,28,0.22512,25,0.10690
GRCh38_ENSG00000047188,GRCh38_YTHDC2,14,-0.1988,9,-0.9447,16,0.08403,25,0.93815,21,0.49099,12,-0.5006
GRCh38_ENSG00000164219,GRCh38_PGGT1B,14,-0.5466,12,-0.8606,19,-0.0205,30,0.82844,19,-0.0073,20,0.01764
GRCh38_ENSG00000145780,GRCh38_FEM1C,7,-1.9777,28,0.15897,33,0.39132,40,0.84611,9,-1.5945,24,-0.1287
GRCh38_ENSG00000134970,GRCh38_TMED7,46,-0.6925,55,-0.4468,133,1.03216,87,0.35495,98,0.51573,51,-0.6359
GRCh38_ENSG00000145782,GRCh38_ATG12,27,-0.6190,31,-0.4657,26,-0.6789,37,-0.1693,66,0.79384,50,0.46052
GRCh38_ENSG00000177879,GRCh38_AP3S1,64,-0.2350,45,-0.8589,39,-0.9945,92,0.40665,124,0.85964,80,0.15524
GRCh38_ENSG00000145781,GRCh38_COMMD10,14,0.03973,12,-0.1785,4,-1.5987,14,0.01478,27,1.14284,13,-0.1222
GRCh38_ENSG00000172869,GRCh38_DMXL1,8,-1.0289,11,-0.5657,18,0.18362,34,1.56022,8,-1.0592,11,-0.6304
GRCh38_ENSG00000145779,GRCh38_TNFAIP8,17,-1.5182,31,-0.6739,74,0.76473,58,0.39511,31,-0.6534,55,0.36082
GRCh38_ENSG00000133835,GRCh38_HSD17B4,35,-0.5958,49,-0.0791,44,-0.2417,54,0.09631,59,0.22074,56,0.19234
GRCh38_ENSG00000113083,GRCh38_LOX,21,0.18425,8,-1.3528,30,0.80288,24,0.46940,28,0.65957,14,-0.5213
GRCh38_ENSG00000205302,GRCh38_SNX2,26,-0.7561,37,-0.2485,65,0.68153,53,0.39096,31,-0.5139,42,-0.0408
GRCh38_ENSG00000064652,GRCh38_SNX24,12,-0.6443,16,-0.1884,19,0.01701,18,-0.0066,19,0.06142,21,0.32600
GRCh38_ENSG00000168938,GRCh38_PPIC,45,-0.1030,35,-0.5509,84,0.94613,45,-0.0836,50,0.08321,46,-0.0836
GRCh38_ENSG00000151292,GRCh38_CSNK1G3,8,-1.2091,10,-0.9548,10,-0.9469,39,1.55479,29,0.74436,12,-0.7327
GRCh38_ENSG00000155324,GRCh38_GRAMD2B,13,-1.1568,46,0.93003,16,-0.8267,59,1.50200,13,-1.1623,10,-1.8073
GRCh38_ENSG00000164904,GRCh38_ALDH7A1,9,-1.2901,6,-1.8902,16,-0.4531,25,0.29735,36,0.85614,30,0.73194
GRCh38_ENSG00000164902,GRCh38_PHAX,24,-0.0198,12,-1.1726,23,-0.1248,34,0.58980,38,0.70121,23,-0.1221
GRCh38_ENSG00000164244,GRCh38_PRRC1,36,0.01823,33,-0.1284,63,0.94251,38,0.12917,30,-0.2631,28,-0.4619
GRCh38_ENSG00000245937,GRCh38_LINC01184,18,0.39089,6,-1.2833,9,-0.6499,23,0.94528,21,0.67988,11,-0.4604
GRCh38_ENSG00000064651,GRCh38_SLC12A2,12,-0.0860,6,-1.0635,7,-0.9337,20,0.84750,27,1.24745,9,-0.5666
GRCh38_ENSG00000169567,GRCh38_HINT1,271,-0.2548,168,-1.0803,289,-0.1480,223,-0.6165,644,1.19342,397,0.48622
GRCh38_ENSG00000158985,GRCh38_CDC42SE2,46,0.06599,21,-1.2024,74,0.84913,49,0.20220,50,0.19537,43,-0.0358
GRCh38_ENSG00000217128,GRCh38_FNIP1,18,-0.2019,21,0.01639,24,0.25391,30,0.74026,16,-0.3824,15,-0.6038
GRCh38_ENSG00000072682,GRCh38_P4HA2,46,-0.0599,23,-1.2289,75,0.72840,49,0.02976,91,1.07325,41,-0.2940
GRCh38_ENSG00000131435,GRCh38_PDLIM4,43,-0.0962,45,-0.0204,47,0.04594,44,-0.0560,90,1.13789,32,-0.6470
GRCh38_ENSG00000197536,GRCh38_C5orf56,36,1.07565,9,-1.1667,41,1.28380,11,-0.9191,10,-0.9273,21,0.16898
GRCh38_ENSG00000125347,GRCh38_IRF1,120,0.12480,79,-0.6003,85,-0.4289,104,-0.1249,120,0.11564,141,0.51727
GRCh38_ENSG00000113522,GRCh38_RAD50,29,-0.1359,14,-1.3611,12,-1.4805,57,1.18872,33,0.07154,33,0.09245
GRCh38_ENSG00000164402,GRCh38_SEPTIN8,27,-0.5932,42,0.13761,62,0.75045,44,0.21241,36,-0.1305,32,-0.4289
GRCh38_ENSG00000164405,GRCh38_UQCRQ,296,-0.1793,205,-0.8205,278,-0.2756,291,-0.2303,550,0.83839,399,0.39954
GRCh38_ENSG00000072364,GRCh38_AFF4,35,-1.1435,73,-0.0250,96,0.41565,129,1.09483,53,-0.5142,50,-0.7283
GRCh38_ENSG00000155329,GRCh38_ZCCHC10,14,-1.0240,24,-0.2634,13,-1.1275,36,0.46308,41,0.61910,30,0.17026
GRCh38_ENSG00000170606,GRCh38_HSPA4,44,-0.6929,51,-0.5099,90,0.43475,85,0.38173,92,0.46026,64,-0.1582
GRCh38_ENSG00000113583,GRCh38_C5orf15,40,-0.1051,24,-0.9809,45,0.09821,38,-0.1971,72,0.87500,48,0.26124
GRCh38_ENSG00000213585,GRCh38_VDAC1,106,-0.3630,90,-0.6890,123,-0.1308,125,-0.1220,268,1.17074,137,0.04918
GRCh38_ENSG00000113558,GRCh38_SKP1,185,-0.1829,199,-0.0803,159,-0.4166,190,-0.1596,286,0.51965,223,0.15136
GRCh38_ENSG00000113575,GRCh38_PPP2CA,81,-0.9169,222,0.79411,122,-0.2965,142,-0.0580,134,-0.1433,134,-0.1833
GRCh38_ENSG00000119048,GRCh38_UBE2B,68,-0.5268,126,0.53477,66,-0.5648,93,-0.0249,81,-0.2493,98,0.06756
GRCh38_ENSG00000043143,GRCh38_JADE2,14,-0.4900,9,-1.2990,38,1.11329,18,-0.1671,24,0.33967,22,0.23504
GRCh38_ENSG00000152700,GRCh38_SAR1B,54,0.14237,43,-0.2488,67,0.49637,60,0.36236,60,0.31464,36,-0.6305
GRCh38_ENSG00000113615,GRCh38_SEC24A,35,0.20565,25,-0.3335,28,-0.1103,47,0.82619,33,0.12681,21,-0.6697
GRCh38_ENSG00000164615,GRCh38_CAMLG,16,-0.4762,17,-0.3968,19,-0.1636,26,0.32027,21,-0.0393,24,0.27030
