Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000166444,GRCh38_ST5,71,0.32352,36,-0.7962,108,1.03525,43,-0.5165,65,0.18663,59,0.03813
GRCh38_ENSG00000166452,GRCh38_AKIP1,14,-0.2476,5,-1.9726,16,-0.0640,13,-0.4507,34,1.15956,23,0.66732
GRCh38_ENSG00000175348,GRCh38_TMEM9B,37,-0.1945,33,-0.4317,31,-0.4759,50,0.29313,56,0.44723,44,0.10236
GRCh38_ENSG00000184014,GRCh38_DENND5A,24,0.99032,5,-1.5157,15,0.18407,14,0.16634,27,1.21260,9,-0.7521
GRCh38_ENSG00000166471,GRCh38_TMEM41B,20,-0.5634,25,-0.2610,33,0.20220,26,-0.1892,36,0.37845,33,0.25309
GRCh38_ENSG00000205339,GRCh38_IPO7,67,-0.1326,48,-0.7057,66,-0.1647,82,0.21088,115,0.74254,74,0.02541
GRCh38_ENSG00000166483,GRCh38_WEE1,8,-0.9080,6,-1.5746,3,-2.1415,27,1.10865,33,1.30616,14,-0.1668
GRCh38_ENSG00000133789,GRCh38_SWAP70,13,-1.3641,15,-1.2425,65,1.21133,46,0.71060,41,0.42526,25,-0.4543
GRCh38_ENSG00000133812,GRCh38_SBF2,11,-0.7573,13,-0.5690,9,-0.9836,41,1.77701,11,-0.7376,13,-0.6289
GRCh38_ENSG00000148926,GRCh38_ADM,115,-0.0912,85,-0.6314,92,-0.4438,56,-1.2904,234,1.08947,166,0.68014
GRCh38_ENSG00000133805,GRCh38_AMPD3,19,-1.0506,77,1.48892,28,-0.4271,26,-0.5699,33,-0.1660,28,-0.5521
GRCh38_ENSG00000255823,GRCh38_MTRNR2L8,6,-5.1292,21,-3.5595,32,-2.7915,983,6.22426,10,-4.4477,4,-6.1506
GRCh38_ENSG00000110315,GRCh38_RNF141,59,-0.7326,92,-0.0387,84,-0.1854,123,0.49064,79,-0.2773,97,0.05888
GRCh38_ENSG00000198730,GRCh38_CTR9,13,-1.1292,30,0.07361,33,0.22745,43,0.77485,14,-1.0826,26,-0.1486
GRCh38_ENSG00000110321,GRCh38_EIF4G2,325,-0.7517,411,-0.4291,461,-0.2060,651,0.39904,533,0.02510,602,0.29200
GRCh38_ENSG00000236287,GRCh38_ZBED5,23,-0.4889,26,-0.3345,49,0.73179,31,0.01995,36,0.21985,30,-0.0791
GRCh38_ENSG00000110328,GRCh38_GALNT18,16,-0.4579,13,-0.7995,17,-0.3446,9,-1.4660,41,1.08116,32,0.90830
GRCh38_ENSG00000170242,GRCh38_USP47,37,-0.6428,53,-0.1146,49,-0.2273,65,0.25816,48,-0.2475,64,0.28817
GRCh38_ENSG00000050165,GRCh38_DKK3,98,0.07929,54,-0.9443,164,0.93207,77,-0.3408,177,1.06101,79,-0.3472
GRCh38_ENSG00000133816,GRCh38_MICAL2,31,-0.3372,31,-0.3855,59,0.70582,47,0.35515,37,-0.0599,34,-0.2383
GRCh38_ENSG00000197702,GRCh38_PARVA,38,0.02008,15,-1.4716,44,0.22730,50,0.52933,59,0.72523,35,-0.1357
GRCh38_ENSG00000187079,GRCh38_TEAD1,21,-0.6853,24,-0.5947,30,-0.1498,61,1.19493,49,0.60937,21,-0.8381
GRCh38_ENSG00000251381,GRCh38_LINC00958,25,-0.6917,29,-0.5341,22,-0.9292,50,0.44296,53,0.48233,46,0.29921
GRCh38_ENSG00000189431,GRCh38_RASSF10,11,-0.6973,19,0.12575,13,-0.4738,14,-0.4415,9,-0.9894,26,0.86872
GRCh38_ENSG00000148925,GRCh38_BTBD10,10,-1.5028,27,-0.0250,24,-0.2058,41,0.73096,27,-0.0591,27,-0.0866
GRCh38_ENSG00000197601,GRCh38_FAR1,23,-0.2564,12,-1.4067,20,-0.4748,36,0.51014,57,1.20960,27,-0.0855
GRCh38_ENSG00000133818,GRCh38_RRAS2,19,-0.9452,28,-0.4169,15,-1.3015,33,-0.0996,84,1.47372,37,0.13225
GRCh38_ENSG00000129083,GRCh38_COPB1,39,-0.2362,37,-0.3607,37,-0.3446,65,0.64268,55,0.29182,41,-0.2132
GRCh38_ENSG00000129084,GRCh38_PSMA1,119,-0.2298,97,-0.6091,183,0.46031,99,-0.5749,251,0.99936,145,0.09881
GRCh38_ENSG00000186104,GRCh38_CYP2R1,9,-0.5455,9,-0.6792,1,-2.9727,12,-0.1243,17,0.35554,21,1.04456
GRCh38_ENSG00000110696,GRCh38_C11orf58,79,-0.5982,89,-0.4666,136,0.24710,134,0.25558,141,0.30699,121,0.07630
GRCh38_ENSG00000110700,GRCh38_RPS13,668,-0.3552,515,-0.8305,789,-0.0918,751,-0.1896,1154,0.52775,1072,0.54396
GRCh38_ENSG00000011405,GRCh38_PIK3C2A,9,-1.3465,10,-1.4072,34,0.61619,55,1.83820,16,-0.5598,14,-0.9227
GRCh38_ENSG00000070081,GRCh38_NUCB2,34,0.69466,22,0.02943,22,-0.0251,34,0.79561,25,0.19819,9,-1.5180
GRCh38_ENSG00000129158,GRCh38_SERGEF,14,0.20296,4,-1.8472,5,-1.3392,11,-0.1542,21,0.86770,18,0.80139
GRCh38_ENSG00000134339,GRCh38_SAA2,19,0.71162,7,-0.9293,2,-2.5000,6,-1.0617,5,-1.3086,24,1.57540
GRCh38_ENSG00000173432,GRCh38_SAA1,104,-0.0466,65,-0.8559,30,-1.9216,72,-0.6941,66,-0.7488,200,1.55369
GRCh38_ENSG00000110756,GRCh38_HPS5,13,0.05810,6,-1.1686,10,-0.3237,17,0.57422,8,-0.5350,15,0.46828
GRCh38_ENSG00000110768,GRCh38_GTF2H1,21,-0.5769,17,-0.9548,21,-0.6087,43,0.62416,34,0.17228,37,0.38666
GRCh38_ENSG00000134333,GRCh38_LDHA,402,-0.9770,497,-0.7184,502,-0.6391,1032,0.59285,1226,0.80631,782,0.07865
GRCh38_ENSG00000074319,GRCh38_TSG101,36,-0.7176,66,0.25293,73,0.38961,51,-0.2154,46,-0.3487,62,0.15272
GRCh38_ENSG00000151116,GRCh38_UEVLD,16,0.04209,13,-0.2521,9,-0.7438,23,0.71501,21,0.51343,12,-0.4903
GRCh38_ENSG00000179119,GRCh38_SPTY2D1,19,-0.5311,35,0.54723,28,0.08246,31,0.32519,24,-0.1529,20,-0.5502
GRCh38_ENSG00000151117,GRCh38_TMEM86A,6,-1.8832,48,1.63999,29,0.43481,23,0.06510,1,-3.8038,13,-0.8975
GRCh38_ENSG00000177054,GRCh38_ZDHHC13,3,-2.6050,31,1.16497,16,-0.0744,31,1.11036,8,-1.0910,7,-1.5550
GRCh38_ENSG00000166833,GRCh38_NAV2,7,-1.6177,35,1.00381,19,-0.0958,30,0.68689,6,-1.7897,15,-0.6131
GRCh38_ENSG00000109854,GRCh38_HTATIP2,43,-0.8806,62,-0.3840,79,0.03629,59,-0.4680,94,0.32142,104,0.66769
GRCh38_ENSG00000129151,GRCh38_BBOX1,2,-2.7090,15,0.09899,12,-0.2093,15,0.18069,0,-9.0369,22,1.01082
GRCh38_ENSG00000148943,GRCh38_LIN7C,18,-1.0198,24,-0.6673,32,-0.1412,57,0.93756,45,0.41848,31,-0.2313
GRCh38_ENSG00000049449,GRCh38_RCN1,131,0.52425,44,-1.2902,116,0.31630,91,-0.0723,167,0.93637,89,-0.1366
GRCh38_ENSG00000149100,GRCh38_EIF3M,56,-0.8860,68,-0.6396,106,0.11120,92,-0.1377,144,0.60977,121,0.44043
GRCh38_ENSG00000135378,GRCh38_PRRG4,17,-2.1373,77,0.17379,68,-0.0450,111,0.89817,28,-1.3940,70,-0.0015
GRCh38_ENSG00000060749,GRCh38_QSER1,8,-1.6507,7,-1.8803,26,0.16967,50,1.62125,27,0.26189,18,-0.4498
GRCh38_ENSG00000176102,GRCh38_CSTF3,14,-0.7047,10,-1.3165,29,0.45359,19,-0.2718,31,0.54719,30,0.64747
GRCh38_ENSG00000110422,GRCh38_HIPK3,36,-0.6768,39,-0.6109,64,0.19224,89,0.88065,40,-0.5391,56,-0.0313
GRCh38_ENSG00000205177,GRCh38_C11orf91,6,-1.0643,18,0.67243,0,-5.7570,10,-0.3130,22,0.95632,13,0.11964
GRCh38_ENSG00000085063,GRCh38_CD59,580,-0.4625,870,0.20797,891,0.22137,693,-0.2022,1175,0.68081,665,-0.3096
GRCh38_ENSG00000110429,GRCh38_FBXO3,17,-1.0245,34,0.03429,33,-0.0106,37,0.20981,30,-0.1494,37,0.19875
GRCh38_ENSG00000135363,GRCh38_LMO2,32,1.07165,10,-0.9154,57,2.13911,8,-1.1708,19,0.21588,8,-1.2711
GRCh38_ENSG00000135387,GRCh38_CAPRIN1,63,-0.6931,67,-0.6681,122,0.34873,140,0.66957,96,-0.0376,96,-0.0441
GRCh38_ENSG00000135372,GRCh38_NAT10,9,-1.0595,7,-1.4057,24,0.51008,11,-0.7450,31,0.95731,25,0.75254
GRCh38_ENSG00000121691,GRCh38_CAT,25,-0.0701,27,0.01594,41,0.70648,24,-0.1945,25,-0.0795,24,-0.1791
GRCh38_ENSG00000135373,GRCh38_EHF,7,-2.6514,56,0.63327,4,-3.3483,110,2.27739,17,-1.2734,13,-1.9387
GRCh38_ENSG00000110435,GRCh38_PDHX,14,-0.6064,14,-0.6453,36,0.87960,25,0.29060,21,-0.0008,20,-0.0671
GRCh38_ENSG00000026508,GRCh38_CD44,355,-0.6415,348,-0.7377,364,-0.6006,541,0.02497,793,0.64926,683,0.53863
GRCh38_ENSG00000179431,GRCh38_FJX1,17,-0.2699,12,-0.8722,22,0.10542,18,-0.2203,45,1.31374,20,-0.0304
GRCh38_ENSG00000166326,GRCh38_TRIM44,50,0.07251,24,-1.1501,61,0.38815,59,0.37338,57,0.28263,49,0.02397
GRCh38_ENSG00000110442,GRCh38_COMMD9,26,-0.4046,30,-0.2355,40,0.24088,34,0.00638,33,-0.0822,38,0.23746
GRCh38_ENSG00000166181,GRCh38_API5,27,-0.5513,24,-0.8333,61,0.74521,60,0.84273,50,0.41271,27,-0.6798
GRCh38_ENSG00000052841,GRCh38_TTC17,35,0.02147,21,-0.8273,37,0.09298,38,0.13784,36,0.06753,41,0.32417
GRCh38_ENSG00000149084,GRCh38_HSD17B12,37,-0.1348,34,-0.2997,60,0.64136,39,-0.0636,65,0.78469,32,-0.4573
GRCh38_ENSG00000166199,GRCh38_ALKBH3,28,0.16057,18,-0.5427,19,-0.4660,18,-0.5346,30,0.25969,34,0.66152
GRCh38_ENSG00000187479,GRCh38_C11orf96,50,0.65641,4,-3.1217,148,2.79786,18,-1.0567,55,0.79552,13,-1.6767
GRCh38_ENSG00000110455,GRCh38_ACCS,28,1.49754,5,-1.1903,0,-4.1484,7,-0.7266,13,0.22952,16,0.69565
GRCh38_ENSG00000151348,GRCh38_EXT2,23,-0.8326,20,-1.1358,48,0.32465,50,0.44913,72,0.99822,37,-0.1338
GRCh38_ENSG00000085117,GRCh38_CD82,88,-0.5930,167,0.47590,130,0.01097,82,-0.7720,138,0.10376,146,0.25484
GRCh38_ENSG00000175274,GRCh38_TP53I11,41,0.74607,21,-0.3872,13,-1.0261,15,-0.9153,72,1.77240,21,-0.4522
GRCh38_ENSG00000181830,GRCh38_SLC35C1,30,0.62754,18,-0.2346,22,0.12393,19,-0.1537,32,0.71125,16,-0.4977
GRCh38_ENSG00000121680,GRCh38_PEX16,27,0.08615,19,-0.5193,21,-0.2990,17,-0.7054,31,0.29255,35,0.69986
GRCh38_ENSG00000135365,GRCh38_PHF21A,22,0.37979,13,-0.4401,15,-0.2442,19,0.16406,14,-0.3208,19,0.21259
GRCh38_ENSG00000149091,GRCh38_DGKZ,40,0.30974,27,-0.3267,53,0.77975,24,-0.5605,42,0.38556,31,-0.1341
GRCh38_ENSG00000110492,GRCh38_MDK,47,0.11068,41,-0.1189,151,2.23005,33,-0.4910,10,-2.2444,27,-0.8774
GRCh38_ENSG00000110497,GRCh38_AMBRA1,16,0.14474,17,0.33217,5,-1.4929,8,-0.9637,15,0.09311,19,0.59921
GRCh38_ENSG00000175224,GRCh38_ATG13,40,-0.2621,52,0.14768,61,0.40607,50,0.10793,51,0.10406,40,-0.3543
GRCh38_ENSG00000175220,GRCh38_ARHGAP1,91,-0.4987,116,-0.1220,183,0.62483,83,-0.6932,132,0.08983,147,0.35687
GRCh38_ENSG00000175213,GRCh38_ZNF408,14,0.05116,15,0.16220,8,-0.9007,11,-0.4046,13,-0.0680,17,0.43789
GRCh38_ENSG00000175216,GRCh38_CKAP5,14,-0.6752,13,-0.8511,12,-0.8804,36,0.93689,31,0.54138,22,-0.0454
GRCh38_ENSG00000149179,GRCh38_C11orf49,12,0.10949,7,-0.7150,13,0.21235,6,-1.0602,16,0.48093,16,0.67000
GRCh38_ENSG00000149182,GRCh38_ARFGAP2,68,-0.1678,81,0.12351,55,-0.4914,68,-0.1950,64,-0.2608,91,0.38352
GRCh38_ENSG00000165912,GRCh38_PACSIN3,30,-0.3227,21,-0.8982,13,-1.5188,38,0.08085,60,0.80301,48,0.58501
GRCh38_ENSG00000134574,GRCh38_DDB2,42,0.37163,11,-1.8324,12,-1.5119,38,0.23238,54,0.79309,42,0.53295
GRCh38_ENSG00000134575,GRCh38_ACP2,47,0.38221,21,-0.9238,96,1.63840,32,-0.2378,33,-0.1780,29,-0.4746
GRCh38_ENSG00000025434,GRCh38_NR1H3,16,0.21094,8,-0.8661,42,1.93798,3,-2.1368,25,0.94839,11,-0.4685
GRCh38_ENSG00000110514,GRCh38_MADD,28,0.07627,22,-0.3627,60,1.35014,18,-0.6813,30,0.20196,23,-0.2610
GRCh38_ENSG00000066336,GRCh38_SPI1,39,0.01024,24,-0.7742,106,1.76354,37,-0.0709,36,-0.0836,27,-0.6824
GRCh38_ENSG00000165915,GRCh38_SLC39A13,34,0.07710,26,-0.3833,71,1.31995,11,-1.7126,49,0.67071,32,-0.0280
GRCh38_ENSG00000165916,GRCh38_PSMC3,131,-0.0432,109,-0.3652,129,-0.0702,142,0.10460,226,0.86279,118,-0.2532
GRCh38_ENSG00000149187,GRCh38_CELF1,37,-0.7923,60,-0.0565,67,0.11054,71,0.22582,94,0.67159,54,-0.2701
GRCh38_ENSG00000213619,GRCh38_NDUFS3,46,-0.2064,41,-0.4592,76,0.59355,49,-0.1203,84,0.75949,47,-0.2169
GRCh38_ENSG00000110536,GRCh38_PTPMT1,15,-0.8061,17,-0.6827,25,0.01104,11,-1.3859,55,1.32691,33,0.63453
GRCh38_ENSG00000109919,GRCh38_MTCH2,28,-0.6348,28,-0.7216,42,-0.0421,26,-0.8168,79,1.01064,57,0.61921
GRCh38_ENSG00000109920,GRCh38_FNBP4,37,0.09420,33,-0.0921,26,-0.4412,39,0.21901,40,0.22583,33,-0.0837
GRCh38_ENSG00000030066,GRCh38_NUP160,12,-1.0233,9,-1.4649,14,-0.7847,34,0.70494,43,1.00785,26,0.21620
GRCh38_ENSG00000149115,GRCh38_TNKS1BP1,60,-0.6558,95,0.06751,87,-0.0859,29,-1.8523,66,-0.5056,151,1.19026
GRCh38_ENSG00000149136,GRCh38_SSRP1,66,-0.2621,40,-1.1061,37,-1.1382,58,-0.5138,185,1.48522,98,0.49676
GRCh38_ENSG00000134802,GRCh38_SLC43A3,39,-0.1413,16,-1.6049,73,0.90529,25,-0.8621,121,1.83671,36,-0.3224
GRCh38_ENSG00000134809,GRCh38_TIMM10,15,-0.7591,16,-0.6676,24,-0.0427,19,-0.3899,39,0.77742,31,0.54567
GRCh38_ENSG00000156587,GRCh38_UBE2L6,160,-0.5516,186,-0.3501,186,-0.3148,206,-0.1777,211,-0.1189,311,0.69566
GRCh38_ENSG00000149131,GRCh38_SERPING1,548,0.11701,375,-0.5302,1462,1.85720,338,-0.7075,278,-0.9452,459,-0.2085
GRCh38_ENSG00000156599,GRCh38_ZDHHC5,51,-0.7884,88,0.08074,75,-0.1732,96,0.23803,80,-0.0726,89,0.11823
GRCh38_ENSG00000156603,GRCh38_MED19,6,-1.5346,14,-0.4486,26,0.53808,22,0.33283,8,-1.1632,24,0.53192
GRCh38_ENSG00000213593,GRCh38_TMX2,49,-0.2911,52,-0.2135,26,-1.2407,51,-0.2348,83,0.55991,74,0.50709
GRCh38_ENSG00000211450,GRCh38_SELENOH,131,0.02329,77,-0.8771,108,-0.2751,90,-0.6107,191,0.64851,174,0.67111
GRCh38_ENSG00000198561,GRCh38_CTNND1,80,-1.6355,258,0.19261,201,-0.2259,315,0.57329,160,-0.5816,245,0.11002
GRCh38_ENSG00000110031,GRCh38_LPXN,22,0.54773,8,-0.9957,47,1.95918,9,-0.9058,19,0.36425,10,-0.7389
GRCh38_ENSG00000186660,GRCh38_ZFP91,37,-0.5674,30,-0.9663,62,0.25137,70,0.53205,62,0.25315,56,0.11867
GRCh38_ENSG00000166801,GRCh38_FAM111A,32,-0.1696,19,-1.0610,30,-0.2813,45,0.41335,50,0.51776,40,0.21569
GRCh38_ENSG00000110042,GRCh38_DTX4,45,1.20557,15,-0.6441,27,0.31815,13,-0.8253,37,0.86841,18,-0.4079
GRCh38_ENSG00000197629,GRCh38_MPEG1,19,-0.2442,11,-1.1387,50,1.32850,32,0.62495,18,-0.3345,18,-0.4814
GRCh38_ENSG00000110048,GRCh38_OSBP,15,-0.9850,27,-0.0563,38,0.46286,38,0.53858,32,0.17496,23,-0.4219
GRCh38_ENSG00000166889,GRCh38_PATL1,10,-1.4746,25,-0.1366,34,0.36800,43,0.84918,23,-0.2369,23,-0.3304
GRCh38_ENSG00000166900,GRCh38_STX3,14,-1.3302,34,0.06762,45,0.52629,34,0.07345,34,0.08358,32,-0.0102
GRCh38_ENSG00000166902,GRCh38_MRPL16,31,0.14131,15,-1.0588,41,0.59522,11,-1.4614,44,0.73422,38,0.64181
GRCh38_ENSG00000134827,GRCh38_TCN1,5,-2.8860,80,1.50926,15,-1.4116,55,0.68192,5,-3.0069,29,-0.5254
GRCh38_ENSG00000110077,GRCh38_MS4A6A,35,-0.3869,43,-0.0886,169,2.40637,28,-0.8218,11,-2.1695,32,-0.6663
GRCh38_ENSG00000110079,GRCh38_MS4A4A,12,-0.8113,16,-0.4144,100,3.07088,9,-1.3589,3,-2.5473,13,-0.8489
GRCh38_ENSG00000166927,GRCh38_MS4A7,20,-0.8188,21,-0.8444,138,2.57356,29,-0.2763,11,-1.6384,24,-0.6470
GRCh38_ENSG00000110104,GRCh38_CCDC86,17,-1.1094,17,-1.1872,11,-1.6922,32,-0.1232,87,1.59555,44,0.52099
GRCh38_ENSG00000110107,GRCh38_PRPF19,40,-0.3044,34,-0.6283,34,-0.5417,56,0.23874,87,0.96488,49,0.00899
GRCh38_ENSG00000110108,GRCh38_TMEM109,92,-0.5260,72,-0.9837,183,0.58202,123,-0.0712,189,0.63829,142,0.22590
GRCh38_ENSG00000006118,GRCh38_TMEM132A,82,-0.0370,69,-0.3606,100,0.28092,39,-1.2680,113,0.47921,110,0.59049
GRCh38_ENSG00000110446,GRCh38_SLC15A3,56,-1.0130,100,-0.1250,172,0.78573,93,-0.2504,68,-0.7094,130,0.41280
GRCh38_ENSG00000167987,GRCh38_VPS37C,37,-0.1190,31,-0.4472,28,-0.5398,40,-0.0015,49,0.32609,48,0.38697
GRCh38_ENSG00000167986,GRCh38_DDB1,95,-0.1313,69,-0.6940,96,-0.1230,101,-0.0464,151,0.61489,118,0.27284
GRCh38_ENSG00000149476,GRCh38_TKFC,25,-0.2768,14,-1.1964,24,-0.3452,15,-1.1626,39,0.45313,50,1.24966
GRCh38_ENSG00000162144,GRCh38_CYB561A3,29,-0.2915,23,-0.7140,59,0.86435,21,-0.8404,31,-0.1916,47,0.66802
GRCh38_ENSG00000149483,GRCh38_TMEM138,26,-0.1957,17,-0.9221,29,-0.0570,25,-0.2939,32,0.14436,42,0.75531
GRCh38_ENSG00000149532,GRCh38_CPSF7,46,-0.2197,33,-0.7878,63,0.27908,43,-0.3562,75,0.57792,64,0.40453
GRCh38_ENSG00000167985,GRCh38_SDHAF2,52,-0.5297,52,-0.5714,76,0.06276,47,-0.7577,102,0.54251,101,0.71184
GRCh38_ENSG00000011347,GRCh38_SYT7,38,-0.5329,35,-0.7234,30,-0.9029,49,-0.1699,55,0.01692,83,0.98067
GRCh38_ENSG00000134825,GRCh38_TMEM258,266,0.37681,123,-0.9240,153,-0.5034,135,-0.7709,362,0.89582,271,0.55096
GRCh38_ENSG00000168496,GRCh38_FEN1,35,0.44804,11,-1.3548,5,-2.2943,19,-0.5412,86,2.08176,26,-0.0646
GRCh38_ENSG00000149485,GRCh38_FADS1,22,0.12184,10,-1.0836,52,1.59393,22,0.15009,22,0.10739,14,-0.6770
GRCh38_ENSG00000221968,GRCh38_FADS3,27,0.50712,15,-0.4524,20,-0.0085,9,-1.2009,30,0.66611,24,0.40303
GRCh38_ENSG00000167996,GRCh38_FTH1,5975,-0.0580,2625,-1.4328,7331,0.27251,5672,-0.1574,5846,-0.0928,8736,0.77454
GRCh38_ENSG00000124942,GRCh38_AHNAK,235,-1.6369,405,-0.8921,530,-0.3999,1493,1.63414,603,-0.1969,555,-0.4105
GRCh38_ENSG00000254772,GRCh38_EEF1G,693,-0.4914,583,-0.8306,668,-0.5484,1200,0.44229,1324,0.54933,1071,0.26212
GRCh38_ENSG00000149480,GRCh38_MTA2,26,0.02106,23,-0.2381,7,-1.8819,32,0.39871,29,0.18749,29,0.22882
GRCh38_ENSG00000149499,GRCh38_EML3,74,0.74006,23,-1.1846,72,0.69580,26,-1.0203,61,0.43446,55,0.33930
GRCh38_ENSG00000149541,GRCh38_B3GAT3,54,-0.0018,32,-0.8702,40,-0.4573,36,-0.6985,88,0.80536,74,0.69051
GRCh38_ENSG00000089597,GRCh38_GANAB,136,0.26290,67,-0.9209,72,-0.7287,59,-1.1329,312,1.73222,127,0.20679
GRCh38_ENSG00000185085,GRCh38_INTS5,16,-0.7196,20,-0.4300,34,0.46950,21,-0.3440,35,0.49911,30,0.30816
GRCh38_ENSG00000214756,GRCh38_CSKMT,37,0.61717,17,-0.6429,20,-0.3793,15,-0.8366,34,0.45889,32,0.53077
GRCh38_ENSG00000204922,GRCh38_UQCC3,58,-0.2510,47,-0.6487,30,-1.2526,59,-0.2508,120,0.93508,87,0.53869
GRCh38_ENSG00000162191,GRCh38_UBXN1,75,-0.5637,82,-0.4586,100,-0.1139,129,0.33538,121,0.19035,118,0.20554
GRCh38_ENSG00000168000,GRCh38_BSCL2,27,-0.8468,44,-0.1050,61,0.42212,57,0.38596,57,0.31819,40,-0.3189
GRCh38_ENSG00000214753,GRCh38_HNRNPUL2,61,-0.3006,50,-0.6688,96,0.43103,58,-0.4141,108,0.63570,85,0.30321
GRCh38_ENSG00000162222,GRCh38_TTC9C,16,-0.1916,8,-1.3151,17,-0.0934,25,0.62276,20,0.16016,20,0.24818
GRCh38_ENSG00000168002,GRCh38_POLR2G,107,-0.0356,68,-0.8168,98,-0.1701,68,-0.8192,207,1.06471,137,0.48764
GRCh38_ENSG00000162227,GRCh38_TAF6L,17,0.14627,10,-0.7353,20,0.41218,11,-0.4881,23,0.62823,17,0.22206
GRCh38_ENSG00000168569,GRCh38_TMEM223,25,-0.1281,17,-0.8216,24,-0.2118,17,-0.7855,46,0.85302,37,0.65211
GRCh38_ENSG00000185475,GRCh38_TMEM179B,68,-0.6537,85,-0.3282,103,-0.0015,101,-0.0248,81,-0.3795,134,0.58994
GRCh38_ENSG00000162231,GRCh38_NXF1,54,0.03122,45,-0.2816,50,-0.1104,16,-1.9579,51,-0.0651,85,1.09342
GRCh38_ENSG00000162236,GRCh38_STX5,45,-0.4649,73,0.33915,62,0.05112,62,0.04189,48,-0.3674,60,-0.0136
GRCh38_ENSG00000133316,GRCh38_WDR74,53,0.06004,30,-0.8965,43,-0.2725,44,-0.2510,68,0.45558,66,0.56335
GRCh38_ENSG00000255717,GRCh38_SNHG1,50,-0.2766,26,-1.3547,31,-0.9817,40,-0.6828,97,0.81797,94,1.07875
GRCh38_ENSG00000168003,GRCh38_SLC3A2,135,-0.8004,174,-0.4450,202,-0.1656,187,-0.3230,184,-0.3127,334,0.91003
GRCh38_ENSG00000133321,GRCh38_PLAAT4,130,-0.7441,129,-0.8264,255,0.32427,209,0.00358,73,-1.6056,318,0.97065
GRCh38_ENSG00000133328,GRCh38_PLAAT2,3,-2.3223,10,-0.8885,8,-1.1534,9,-1.0097,9,-0.8424,36,2.07082
GRCh38_ENSG00000176485,GRCh38_PLAAT3,19,0.13577,17,-0.0247,14,-0.3674,3,-2.5426,15,-0.2599,29,1.15655
GRCh38_ENSG00000184743,GRCh38_ATL3,84,-0.5650,88,-0.5474,106,-0.2071,135,0.19600,160,0.45740,138,0.27371
GRCh38_ENSG00000133318,GRCh38_RTN3,57,-0.9139,115,0.19911,89,-0.2302,127,0.39048,93,-0.1705,103,-0.0129
GRCh38_ENSG00000188070,GRCh38_C11orf95,25,1.01158,5,-1.4453,16,0.22259,6,-1.2202,17,0.35758,18,0.61701
GRCh38_ENSG00000072518,GRCh38_MARK2,37,-0.7577,62,0.04883,53,-0.1878,73,0.35062,50,-0.2868,64,0.12691
GRCh38_ENSG00000176340,GRCh38_COX8A,101,-1.3833,186,-0.5006,176,-0.5404,422,1.03883,377,0.68853,204,-0.3873
GRCh38_ENSG00000167770,GRCh38_OTUB1,101,-0.2318,91,-0.4243,78,-0.6212,47,-1.4947,172,0.63732,179,0.99292
GRCh38_ENSG00000133315,GRCh38_MACROD1,18,-0.4598,18,-0.4983,24,-0.0117,12,-1.2004,25,0.05590,38,1.07197
GRCh38_ENSG00000168439,GRCh38_STIP1,46,-0.5464,57,-0.2391,30,-1.1743,40,-0.8282,123,1.05490,87,0.61703
GRCh38_ENSG00000149781,GRCh38_FERMT3,27,0.76178,12,-0.5242,52,1.99350,10,-0.8965,12,-0.5186,11,-0.8113
GRCh38_ENSG00000149743,GRCh38_TRPT1,11,-1.1365,22,-0.1429,36,0.60802,17,-0.6052,19,-0.3948,33,0.65776
GRCh38_ENSG00000149761,GRCh38_NUDT22,60,-0.1796,53,-0.3988,62,-0.1219,76,0.21643,80,0.28901,70,0.09501
GRCh38_ENSG00000110011,GRCh38_DNAJC4,50,0.01702,34,-0.6234,34,-0.5902,39,-0.4105,40,-0.3079,74,0.93240
GRCh38_ENSG00000173511,GRCh38_VEGFB,107,-0.0904,47,-1.4571,112,-0.0141,118,0.07291,140,0.35375,147,0.57942
GRCh38_ENSG00000173486,GRCh38_FKBP2,20,0.26620,14,-0.3286,23,0.50828,8,-1.2217,20,0.27539,21,0.41905
GRCh38_ENSG00000173457,GRCh38_PPP1R14B,360,-0.4938,304,-0.8284,281,-0.8752,385,-0.4336,1039,1.26452,623,0.51281
GRCh38_ENSG00000256940,GRCh38_PPP1R14B-AS1,10,-1.0734,13,-0.6743,8,-1.4053,13,-0.6937,40,1.16209,29,0.88122
GRCh38_ENSG00000149782,GRCh38_PLCB3,36,-0.3555,28,-0.7949,25,-0.8975,36,-0.3941,76,0.86595,62,0.69514
GRCh38_ENSG00000002330,GRCh38_BAD,65,-0.2320,46,-0.8490,89,0.25937,66,-0.2451,131,0.91681,82,0.17927
GRCh38_ENSG00000173264,GRCh38_GPR137,9,-1.3485,16,-0.6069,20,-0.1824,15,-0.7287,37,0.79834,33,0.84508
GRCh38_ENSG00000173153,GRCh38_ESRRA,76,-0.0839,64,-0.3867,74,-0.1369,48,-0.8810,91,0.19621,113,0.75896
GRCh38_ENSG00000173113,GRCh38_TRMT112,235,-0.1859,170,-0.7573,139,-0.9998,155,-0.9147,489,1.02942,377,0.80158
