Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
GRCh38_ENSG00000188976,GRCh38_NOC2L,42,-0.1456,39,-0.2998,31,-0.7536,62,0.80038
GRCh38_ENSG00000187961,GRCh38_KLHL17,22,0.57417,8,-1.1075,13,-0.2992,19,0.56061
GRCh38_ENSG00000187583,GRCh38_PLEKHN1,7,-1.7945,43,1.26626,18,-0.4746,20,-0.2593
GRCh38_ENSG00000188290,GRCh38_HES4,71,-0.1788,70,-0.2087,65,-0.3759,96,0.49552
GRCh38_ENSG00000187608,GRCh38_ISG15,931,-0.2750,1343,0.35775,943,-0.3194,1155,0.10521
GRCh38_ENSG00000188157,GRCh38_AGRN,101,0.05491,61,-0.7968,67,-0.7243,138,0.96074
GRCh38_ENSG00000131591,GRCh38_C1orf159,15,-0.2681,22,0.34246,13,-0.5405,20,0.27942
GRCh38_ENSG00000272141,GRCh38_AL390719.2,7,-0.7496,8,-0.5617,4,-1.8527,20,1.71980
GRCh38_ENSG00000186891,GRCh38_TNFRSF18,37,0.63256,14,-0.9584,38,0.92751,18,-0.7068
GRCh38_ENSG00000186827,GRCh38_TNFRSF4,28,0.88078,8,-1.1300,20,0.44479,15,-0.2500
GRCh38_ENSG00000078808,GRCh38_SDF4,109,-0.0609,94,-0.3347,118,0.08392,121,0.15442
GRCh38_ENSG00000176022,GRCh38_B3GALT6,24,-0.3775,17,-0.9595,26,-0.3493,43,0.90704
GRCh38_ENSG00000160087,GRCh38_UBE2J2,28,-0.7230,47,0.08021,46,0.05462,47,0.11856
GRCh38_ENSG00000131584,GRCh38_ACAP3,38,-0.2010,35,-0.3608,34,-0.4668,56,0.65548
GRCh38_ENSG00000169972,GRCh38_PUSL1,29,0.95362,11,-0.6618,13,-0.3878,18,0.23548
GRCh38_ENSG00000127054,GRCh38_INTS11,103,0.37590,56,-0.6581,67,-0.3983,101,0.53795
GRCh38_ENSG00000224051,GRCh38_CPTP,40,0.01474,56,0.67641,24,-0.8982,42,0.15855
GRCh38_ENSG00000107404,GRCh38_DVL1,40,-0.3280,49,-0.0085,36,-0.6258,62,0.59805
GRCh38_ENSG00000162576,GRCh38_MXRA8,64,0.10002,22,-1.6159,132,2.14632,24,-1.7719
GRCh38_ENSG00000175756,GRCh38_AURKAIP1,129,0.01469,95,-0.5280,101,-0.4706,165,0.67216
GRCh38_ENSG00000221978,GRCh38_CCNL2,176,0.13283,143,-0.2152,107,-0.7908,209,0.67542
GRCh38_ENSG00000242485,GRCh38_MRPL20,112,-0.2308,95,-0.5406,99,-0.5360,175,0.80879
GRCh38_ENSG00000179403,GRCh38_VWA1,63,-0.1210,98,0.67866,75,0.17827,50,-0.6724
GRCh38_ENSG00000160072,GRCh38_ATAD3B,46,0.65976,23,-0.5257,17,-1.1352,42,0.81316
GRCh38_ENSG00000197785,GRCh38_ATAD3A,31,0.09286,20,-0.6276,15,-1.2300,43,1.17176
GRCh38_ENSG00000160075,GRCh38_SSU72,122,0.03569,110,-0.1458,101,-0.3248,137,0.34493
GRCh38_ENSG00000197530,GRCh38_MIB2,50,-0.3391,35,-0.9598,25,-1.6129,107,1.68883
GRCh38_ENSG00000008130,GRCh38_NADK,57,0.26661,31,-0.7546,40,-0.3854,62,0.61962
GRCh38_ENSG00000078369,GRCh38_GNB1,209,0.11869,116,-0.8750,166,-0.3161,251,0.67908
GRCh38_ENSG00000067606,GRCh38_PRKCZ,30,-0.0091,29,-0.0903,20,-0.7609,38,0.63431
GRCh38_ENSG00000162585,GRCh38_FAAP20,70,0.40952,23,-1.3941,44,-0.4406,75,0.84275
GRCh38_ENSG00000157933,GRCh38_SKI,22,-0.1312,13,-1.0526,39,1.05462,20,-0.4408
GRCh38_ENSG00000157916,GRCh38_RER1,104,-0.2861,145,0.28589,98,-0.4723,139,0.27733
GRCh38_ENSG00000157911,GRCh38_PEX10,20,-0.3876,19,-0.5164,24,-0.1436,32,0.54708
GRCh38_ENSG00000149527,GRCh38_PLCH2,22,-0.3531,23,-0.3163,9,-2.0291,47,1.52747
GRCh38_ENSG00000157873,GRCh38_TNFRSF14,93,0.75482,28,-1.2115,69,0.33894,58,-0.0412
GRCh38_ENSG00000162591,GRCh38_MEGF6,33,0.47981,15,-0.8710,41,1.18302,15,-0.9815
GRCh38_ENSG00000158109,GRCh38_TPRG1L,55,-0.2560,65,0.00276,63,-0.0498,68,0.12980
GRCh38_ENSG00000116213,GRCh38_WRAP73,13,-0.5483,15,-0.3812,20,0.13098,21,0.28933
GRCh38_ENSG00000130764,GRCh38_LRRC47,41,-0.2755,34,-0.6116,49,-0.0262,59,0.46440
GRCh38_ENSG00000069424,GRCh38_KCNAB2,27,0.86217,17,0.13935,11,-0.7359,17,0.06825
GRCh38_ENSG00000116251,GRCh38_RPL22,732,0.13955,359,-1.0592,416,-0.9079,1004,1.15726
GRCh38_ENSG00000116237,GRCh38_ICMT,52,-0.7900,74,-0.2689,93,0.15430,96,0.26544
GRCh38_ENSG00000158292,GRCh38_GPR153,30,-0.3641,25,-0.7524,33,-0.3043,51,0.77956
GRCh38_ENSG00000097021,GRCh38_ACOT7,39,-0.8372,58,-0.2527,45,-0.7471,94,0.95997
GRCh38_ENSG00000069812,GRCh38_HES2,38,-1.5243,88,-0.2690,97,-0.1093,130,0.62340
GRCh38_ENSG00000187017,GRCh38_ESPN,7,-1.8920,27,0.02931,15,-1.0409,40,1.14158
GRCh38_ENSG00000215788,GRCh38_TNFRSF25,49,-0.2182,38,-0.6812,29,-1.2192,87,1.30644
GRCh38_ENSG00000171680,GRCh38_PLEKHG5,16,-1.5940,43,-0.1399,24,-1.2104,73,1.31153
GRCh38_ENSG00000162408,GRCh38_NOL9,28,0.11017,13,-1.1759,27,0.04878,32,0.50494
GRCh38_ENSG00000204859,GRCh38_ZBTB48,22,0.47706,13,-0.3338,9,-1.0050,21,0.72688
GRCh38_ENSG00000162413,GRCh38_KLHL21,50,-0.1603,88,0.89550,28,-1.2570,61,0.23750
GRCh38_ENSG00000116273,GRCh38_PHF13,8,-0.9925,21,0.57027,14,-0.2196,16,0.04415
GRCh38_ENSG00000041988,GRCh38_THAP3,14,0.03049,15,0.10539,11,-0.5413,16,0.34578
GRCh38_ENSG00000007923,GRCh38_DNAJC11,34,0.18619,21,-0.6291,23,-0.4821,39,0.66481
GRCh38_ENSG00000171735,GRCh38_CAMTA1,36,0.18016,29,-0.1331,35,0.21680,29,-0.1824
GRCh38_ENSG00000049245,GRCh38_VAMP3,53,-0.6167,54,-0.6528,81,0.05605,96,0.51005
GRCh38_ENSG00000049246,GRCh38_PER3,13,-1.1891,21,-0.5060,33,0.26691,33,0.37469
GRCh38_ENSG00000116288,GRCh38_PARK7,114,-0.4744,96,-0.8116,134,-0.2801,208,0.81870
GRCh38_ENSG00000116285,GRCh38_ERRFI1,12,-1.0486,22,-0.1659,24,0.03876,27,0.36017
GRCh38_ENSG00000142599,GRCh38_RERE,46,0.52193,29,-0.2582,36,0.12546,31,-0.1769
GRCh38_ENSG00000074800,GRCh38_ENO1,641,-0.5389,555,-0.8332,756,-0.3511,1250,0.90025
GRCh38_ENSG00000180758,GRCh38_GPR157,9,-1.3601,27,0.38017,26,0.29605,20,-0.1937
GRCh38_ENSG00000049239,GRCh38_H6PD,27,-0.4510,37,0.07352,36,0.03581,36,0.06768
GRCh38_ENSG00000171621,GRCh38_SPSB1,52,0.40464,25,-0.8022,35,-0.2710,49,0.49437
GRCh38_ENSG00000171608,GRCh38_PIK3CD,33,0.64284,12,-0.9912,18,-0.4234,28,0.57503
GRCh38_ENSG00000171603,GRCh38_CLSTN1,221,-0.3747,147,-1.0841,237,-0.3328,393,0.94287
GRCh38_ENSG00000178585,GRCh38_CTNNBIP1,39,-2.0283,218,0.74120,144,-0.0432,142,-0.0906
GRCh38_ENSG00000162441,GRCh38_LZIC,25,-0.2157,34,0.26016,22,-0.5248,33,0.31149
GRCh38_ENSG00000130939,GRCh38_UBE4B,21,-0.6456,32,-0.0342,34,0.09208,34,0.14229
GRCh38_ENSG00000054523,GRCh38_KIF1B,30,-0.8795,56,0.07723,90,1.20736,32,-1.1022
GRCh38_ENSG00000142657,GRCh38_PGD,40,-0.5834,48,-0.3659,59,0.02186,69,0.38442
GRCh38_ENSG00000160049,GRCh38_DFFA,11,-1.0626,6,-2.1945,31,0.65554,29,0.55430
GRCh38_ENSG00000130940,GRCh38_CASZ1,4,-2.2234,40,1.57237,16,-0.3467,14,-0.6494
GRCh38_ENSG00000120948,GRCh38_TARDBP,61,-0.0668,47,-0.5435,73,0.27845,66,0.09356
GRCh38_ENSG00000116649,GRCh38_SRM,86,0.58529,39,-0.7589,39,-0.8038,80,0.76577
GRCh38_ENSG00000171824,GRCh38_EXOSC10,31,-0.0180,20,-0.7193,26,-0.3876,41,0.71514
GRCh38_ENSG00000198793,GRCh38_MTOR,15,-0.8982,19,-0.6420,27,-0.0428,36,0.65340
GRCh38_ENSG00000116661,GRCh38_FBXO2,14,-0.1594,17,0.15263,4,-2.1302,24,1.18730
GRCh38_ENSG00000116670,GRCh38_MAD2L2,33,0.31179,14,-1.0856,24,-0.2046,34,0.59840
GRCh38_ENSG00000177674,GRCh38_AGTRAP,66,-0.7536,96,-0.1885,108,0.02115,122,0.32558
GRCh38_ENSG00000177000,GRCh38_MTHFR,21,0.12569,23,0.31155,18,-0.1708,19,-0.1252
GRCh38_ENSG00000011021,GRCh38_CLCN6,14,0.42359,7,-0.6487,5,-1.3545,16,1.10546
GRCh38_ENSG00000116685,GRCh38_KIAA2013,52,-0.1275,55,-0.0533,42,-0.5808,69,0.53195
GRCh38_ENSG00000083444,GRCh38_PLOD1,107,0.75121,30,-1.3250,40,-0.9804,97,1.01080
GRCh38_ENSG00000116688,GRCh38_MFN2,41,-0.7327,43,-0.7252,65,-0.0271,84,0.64212
GRCh38_ENSG00000116691,GRCh38_MIIP,43,0.57606,35,0.25845,12,-1.6331,38,0.62131
GRCh38_ENSG00000028137,GRCh38_TNFRSF1B,31,-0.0390,19,-0.8726,51,1.08560,24,-0.5966
GRCh38_ENSG00000048707,GRCh38_VPS13D,19,-0.6146,21,-0.5052,36,0.58480,27,-0.0524
GRCh38_ENSG00000162496,GRCh38_DHRS3,35,-0.5638,50,0.01143,40,-0.4211,61,0.50615
GRCh38_ENSG00000162493,GRCh38_PDPN,264,-0.1380,129,-1.3374,303,0.11117,361,0.59555
GRCh38_ENSG00000116731,GRCh38_PRDM2,24,-0.3016,15,-1.1164,51,1.27632,22,-0.6061
GRCh38_ENSG00000189337,GRCh38_KAZN,5,-1.4539,13,-0.1775,18,0.48616,15,0.02920
GRCh38_ENSG00000171729,GRCh38_TMEM51,21,-0.9039,43,0.22295,34,-0.1944,42,0.26976
GRCh38_ENSG00000142634,GRCh38_EFHD2,73,-0.5228,92,-0.1707,93,-0.1721,120,0.41702
GRCh38_ENSG00000116138,GRCh38_DNAJC16,9,-0.5724,10,-0.4043,20,0.89242,11,-0.4463
GRCh38_ENSG00000197312,GRCh38_DDI2,11,-1.4027,20,-0.5573,37,0.63934,29,0.08452
GRCh38_ENSG00000116786,GRCh38_PLEKHM2,70,0.11841,68,0.07994,48,-0.5976,75,0.36900
GRCh38_ENSG00000162458,GRCh38_FBLIM1,93,-0.7511,115,-0.4811,147,-0.0566,187,0.55240
GRCh38_ENSG00000065526,GRCh38_SPEN,22,-0.3317,13,-1.2173,54,1.81325,15,-1.2341
GRCh38_ENSG00000116809,GRCh38_ZBTB17,15,-0.8857,32,0.35759,19,-0.5532,31,0.43839
GRCh38_ENSG00000142627,GRCh38_EPHA2,37,-1.2770,146,1.07202,37,-1.4787,101,0.46005
GRCh38_ENSG00000142632,GRCh38_ARHGEF19,7,-1.2557,20,0.38331,17,0.01728,17,0.04266
GRCh38_ENSG00000037637,GRCh38_FBXO42,17,-0.4089,23,0.09965,20,-0.1462,23,0.19212
GRCh38_ENSG00000055070,GRCh38_SZRD1,84,-0.2432,72,-0.5216,101,0.08268,111,0.31702
GRCh38_ENSG00000157191,GRCh38_NECAP2,31,-0.6375,38,-0.3859,51,0.18169,52,0.27009
GRCh38_ENSG00000117122,GRCh38_MFAP2,92,0.54549,38,-0.9568,100,0.93582,49,-0.6660
GRCh38_ENSG00000159363,GRCh38_ATP13A2,27,-0.7451,53,0.39006,29,-0.7438,53,0.51164
GRCh38_ENSG00000117118,GRCh38_SDHB,34,-0.4815,44,-0.1008,38,-0.3907,57,0.53229
GRCh38_ENSG00000179051,GRCh38_RCC2,62,-0.5191,83,-0.0604,75,-0.2608,101,0.41867
GRCh38_ENSG00000074964,GRCh38_ARHGEF10L,25,-0.4694,60,1.08885,27,-0.4709,29,-0.3567
GRCh38_ENSG00000169991,GRCh38_IFFO2,36,-1.7676,229,1.37208,76,-0.7999,110,-0.1336
GRCh38_ENSG00000127481,GRCh38_UBR4,10,-0.9592,10,-1.0465,33,1.40860,14,-0.5981
GRCh38_ENSG00000127463,GRCh38_EMC1,15,-1.1190,20,-0.8055,28,-0.2553,45,0.94464
GRCh38_ENSG00000053372,GRCh38_MRTO4,40,0.06917,28,-0.5478,20,-1.1909,56,1.11908
GRCh38_ENSG00000053371,GRCh38_AKR7A2,23,-0.0705,15,-0.8069,20,-0.3953,33,0.77872
GRCh38_ENSG00000040487,GRCh38_SLC66A1,16,0.10228,7,-1.1017,12,-0.4166,20,0.85155
GRCh38_ENSG00000077549,GRCh38_CAPZB,153,-0.5167,189,-0.1998,214,0.01960,237,0.27397
GRCh38_ENSG00000173436,GRCh38_MICOS10,142,0.32118,64,-1.0122,68,-1.0139,173,1.12652
GRCh38_ENSG00000158747,GRCh38_NBL1,122,0.03710,81,-0.6573,164,0.71421,104,-0.3208
GRCh38_ENSG00000158786,GRCh38_PLA2G2F,2,-4.4857,124,2.47782,26,-0.9377,24,-1.1567
GRCh38_ENSG00000162545,GRCh38_CAMK2N1,26,-0.5190,29,-0.3718,43,0.36875,37,0.05915
GRCh38_ENSG00000090432,GRCh38_MUL1,36,-0.1148,33,-0.2615,33,-0.3346,47,0.47372
GRCh38_ENSG00000158825,GRCh38_CDA,9,-1.5630,35,0.65814,24,-0.0196,23,-0.0986
GRCh38_ENSG00000158828,GRCh38_PINK1,73,-0.5295,116,0.23953,105,0.06184,100,-0.0509
GRCh38_ENSG00000244038,GRCh38_DDOST,56,0.06919,33,-0.8236,39,-0.6464,75,0.91469
GRCh38_ENSG00000189410,GRCh38_SH2D5,33,-0.1806,28,-0.4793,10,-2.2558,62,1.64805
GRCh38_ENSG00000127483,GRCh38_HP1BP3,73,-0.1364,56,-0.5977,102,0.55435,75,-0.1203
GRCh38_ENSG00000075151,GRCh38_EIF4G3,28,-0.4242,32,-0.2468,48,0.56661,33,-0.2374
GRCh38_ENSG00000117298,GRCh38_ECE1,82,1.16858,26,-0.7791,25,-0.8916,50,0.50040
GRCh38_ENSG00000090686,GRCh38_USP48,46,0.13110,22,-1.0769,62,0.83865,37,-0.2975
GRCh38_ENSG00000142798,GRCh38_HSPG2,273,0.59888,142,-0.4981,206,0.18073,179,-0.1297
GRCh38_ENSG00000070831,GRCh38_CDC42,157,-1.0489,252,-0.3594,415,0.65511,296,-0.1029
GRCh38_ENSG00000162552,GRCh38_WNT4,10,-2.0996,25,-0.8881,62,0.84259,45,0.12618
GRCh38_ENSG00000173372,GRCh38_C1QA,328,-0.4722,293,-0.7068,788,1.42070,286,-0.9337
GRCh38_ENSG00000159189,GRCh38_C1QC,78,-0.3586,67,-0.6564,142,0.84937,85,-0.3231
GRCh38_ENSG00000173369,GRCh38_C1QB,230,-0.7418,200,-1.0458,580,1.04649,333,-0.2442
GRCh38_ENSG00000133216,GRCh38_EPHB2,8,-0.9973,18,0.12456,18,0.14679,17,0.06768
GRCh38_ENSG00000004487,GRCh38_KDM1A,28,-0.0325,13,-1.2892,32,0.24679,34,0.42384
GRCh38_ENSG00000169641,GRCh38_LUZP1,32,-0.8238,42,-0.4320,59,0.17219,62,0.34758
GRCh38_ENSG00000125944,GRCh38_HNRNPR,70,-0.1851,54,-0.6558,91,0.29649,84,0.17350
GRCh38_ENSG00000117318,GRCh38_ID3,84,0.20866,42,-0.9427,119,1.12208,53,-0.7174
GRCh38_ENSG00000142676,GRCh38_RPL11,832,-0.6038,811,-0.7071,1370,0.24200,1413,0.36937
GRCh38_ENSG00000011007,GRCh38_ELOA,20,-0.3808,17,-0.6604,21,-0.3565,34,0.78159
GRCh38_ENSG00000057757,GRCh38_PITHD1,43,-0.5259,61,0.02939,52,-0.2954,70,0.38997
GRCh38_ENSG00000011009,GRCh38_LYPLA2,55,-0.6107,72,-0.2264,77,-0.1188,97,0.42970
GRCh38_ENSG00000117308,GRCh38_GALE,20,-0.5653,29,-0.0069,20,-0.7220,38,0.72758
GRCh38_ENSG00000117305,GRCh38_HMGCL,15,-0.9572,24,-0.3034,22,-0.4974,39,0.84263
GRCh38_ENSG00000179163,GRCh38_FUCA1,26,0.54006,10,-0.9576,32,1.25025,11,-1.0619
GRCh38_ENSG00000189266,GRCh38_PNRC2,52,-0.3727,52,-0.3978,84,0.53971,62,-0.1358
GRCh38_ENSG00000188529,GRCh38_SRSF10,39,-0.2896,24,-1.0913,43,-0.1591,62,0.78325
GRCh38_ENSG00000142677,GRCh38_IL22RA1,4,-2.4893,52,2.01478,14,-0.6599,13,-0.8892
GRCh38_ENSG00000158055,GRCh38_GRHL3,6,-1.6084,27,0.68051,22,0.26818,16,-0.3825
GRCh38_ENSG00000001461,GRCh38_NIPAL3,8,-0.7432,10,-0.5622,16,0.35537,15,0.23024
GRCh38_ENSG00000117602,GRCh38_RCAN3,9,-1.0890,10,-1.0968,27,0.69279,21,0.21634
GRCh38_ENSG00000133226,GRCh38_SRRM1,16,-0.9067,13,-1.2347,50,1.36380,23,-0.4790
GRCh38_ENSG00000169504,GRCh38_CLIC4,123,0.09536,74,-0.7717,141,0.41544,117,0.01482
GRCh38_ENSG00000020633,GRCh38_RUNX3,25,0.74863,12,-0.4825,20,0.50618,12,-0.5523
GRCh38_ENSG00000117614,GRCh38_SYF2,36,-0.2370,31,-0.5152,51,0.44273,42,-0.0187
GRCh38_ENSG00000117616,GRCh38_RSRP1,41,0.26897,41,0.27605,35,0.02468,30,-0.3339
GRCh38_ENSG00000183726,GRCh38_TMEM50A,72,-0.6591,112,0.03062,123,0.23019,109,-0.0222
GRCh38_ENSG00000204178,GRCh38_MACO1,24,-0.4435,71,1.66782,28,-0.2789,17,-1.2347
GRCh38_ENSG00000157978,GRCh38_LDLRAP1,29,0.04917,25,-0.2405,28,0.01051,30,0.12346
GRCh38_ENSG00000162430,GRCh38_SELENON,80,0.69645,25,-1.2336,64,0.45034,50,-0.1090
GRCh38_ENSG00000117640,GRCh38_MTFR1L,39,0.77227,15,-0.8563,18,-0.5810,30,0.56463
GRCh38_ENSG00000182749,GRCh38_PAQR7,14,-0.7045,26,0.28591,15,-0.7766,28,0.59922
GRCh38_ENSG00000117632,GRCh38_STMN1,76,-0.2290,42,-1.2398,67,-0.5401,130,1.11037
GRCh38_ENSG00000142684,GRCh38_ZNF593,59,0.48148,26,-0.9030,32,-0.6195,59,0.75641
GRCh38_ENSG00000142675,GRCh38_CNKSR1,14,-0.3700,19,0.15901,12,-0.6687,22,0.52877
GRCh38_ENSG00000142669,GRCh38_SH3BGRL3,468,-0.6118,634,-0.1501,583,-0.3361,854,0.55560
GRCh38_ENSG00000169442,GRCh38_CD52,76,0.10903,34,-1.2368,104,0.86952,64,-0.2580
GRCh38_ENSG00000176092,GRCh38_CRYBG2,18,-1.1490,73,1.34315,20,-1.1323,38,0.00389
GRCh38_ENSG00000117682,GRCh38_DHDDS,30,0.71836,17,-0.1772,15,-0.4852,21,0.17823
GRCh38_ENSG00000198830,GRCh38_HMGN2,181,-0.2666,104,-1.2063,177,-0.3756,305,0.98796
GRCh38_ENSG00000117676,GRCh38_RPS6KA1,42,0.23684,20,-0.9541,33,-0.1592,44,0.54219
GRCh38_ENSG00000117713,GRCh38_ARID1A,33,-0.3918,21,-1.1194,57,0.66460,43,0.08490
GRCh38_ENSG00000204160,GRCh38_ZDHHC18,25,-0.2537,31,0.09207,25,-0.3348,34,0.29968
GRCh38_ENSG00000175793,GRCh38_SFN,2053,-1.2968,5095,0.12940,4071,-0.3064,5750,0.49621
GRCh38_ENSG00000142751,GRCh38_GPN2,17,-0.4069,29,0.52325,17,-0.4487,23,0.11563
GRCh38_ENSG00000198746,GRCh38_GPATCH3,3,-1.9458,10,-0.2970,10,-0.4713,18,0.97254
GRCh38_ENSG00000090273,GRCh38_NUDC,74,-0.1918,63,-0.4970,79,-0.1173,100,0.45600
GRCh38_ENSG00000175707,GRCh38_KDF1,11,-1.1568,15,-0.7553,17,-0.6033,36,1.19106
GRCh38_ENSG00000253368,GRCh38_TRNP1,7,-1.0803,13,-0.1189,11,-0.4509,19,0.72504
GRCh38_ENSG00000158246,GRCh38_TENT5B,24,-2.0069,104,0.27993,64,-0.6461,117,0.73090
GRCh38_ENSG00000090020,GRCh38_SLC9A1,21,-0.8496,27,-0.5402,49,0.65587,36,-0.0473
GRCh38_ENSG00000142784,GRCh38_WDTC1,10,-0.7908,16,-0.0963,26,0.98895,12,-0.7033
GRCh38_ENSG00000186501,GRCh38_TMEM222,38,-0.2902,46,-0.0120,39,-0.3176,53,0.36612
GRCh38_ENSG00000142765,GRCh38_SYTL1,115,0.14856,86,-0.3523,54,-1.2251,150,1.00137
GRCh38_ENSG00000142733,GRCh38_MAP3K6,32,-0.6712,45,-0.1724,48,-0.0595,57,0.36418
GRCh38_ENSG00000158195,GRCh38_WASF2,78,-0.6717,123,0.04466,151,0.50418,106,-0.2970
GRCh38_ENSG00000126705,GRCh38_AHDC1,20,0.31924,29,1.10547,10,-0.8913,14,-0.3668
GRCh38_ENSG00000126709,GRCh38_IFI6,353,-1.2298,810,0.06882,1106,0.78880,627,-0.4918
GRCh38_ENSG00000117758,GRCh38_STX12,24,-0.7752,31,-0.4216,56,0.75903,36,-0.2366
GRCh38_ENSG00000117751,GRCh38_PPP1R8,20,-0.2745,15,-0.7185,25,0.10798,28,0.40022
GRCh38_ENSG00000130775,GRCh38_THEMIS2,55,1.20861,19,-0.5886,36,0.65948,16,-1.0041
GRCh38_ENSG00000117748,GRCh38_RPA2,17,-0.5964,11,-1.3083,31,0.41548,31,0.44720
GRCh38_ENSG00000126698,GRCh38_DNAJC8,69,-0.0531,60,-0.2951,66,-0.1458,81,0.32344
GRCh38_ENSG00000130770,GRCh38_ATP5IF1,127,-0.3430,103,-0.7383,104,-0.7921,233,1.11442
GRCh38_ENSG00000130766,GRCh38_SESN2,11,-0.4675,21,0.60922,8,-1.1346,18,0.50551
GRCh38_ENSG00000204138,GRCh38_PHACTR4,16,-1.0183,42,0.53199,51,1.16075,15,-1.4774
GRCh38_ENSG00000180198,GRCh38_RCC1,9,-0.4408,13,0.17203,7,-1.0195,16,0.75864
GRCh38_ENSG00000242125,GRCh38_SNHG3,49,-0.1805,32,-0.8885,22,-1.6317,92,1.60823
GRCh38_ENSG00000180098,GRCh38_TRNAU1AP,25,0.05581,10,-1.4081,20,-0.3620,33,0.93463
GRCh38_ENSG00000197989,GRCh38_SNHG12,24,-0.0576,11,-1.2763,11,-1.4985,43,1.66107
GRCh38_ENSG00000120656,GRCh38_TAF12,32,0.45071,16,-0.6931,17,-0.6451,32,0.69553
GRCh38_ENSG00000162419,GRCh38_GMEB1,5,-1.2476,7,-0.8602,13,0.01000,17,0.77449
GRCh38_ENSG00000198492,GRCh38_YTHDF2,66,-0.5213,80,-0.2409,102,0.22037,97,0.12235
GRCh38_ENSG00000159023,GRCh38_EPB41,18,0.16788,13,-0.3819,24,0.91138,11,-0.7651
GRCh38_ENSG00000116350,GRCh38_SRSF4,51,0.07300,48,-0.0331,41,-0.3279,54,0.26327
GRCh38_ENSG00000116353,GRCh38_MECR,14,0.17150,5,-1.3544,10,-0.4387,18,0.92985
GRCh38_ENSG00000162511,GRCh38_LAPTM5,180,-0.4104,126,-1.0483,438,1.57948,148,-0.9736
GRCh38_ENSG00000162512,GRCh38_SDC3,17,-0.6184,12,-1.2175,27,0.17397,32,0.63995
GRCh38_ENSG00000134644,GRCh38_PUM1,37,-0.8610,42,-0.7438,71,0.17687,79,0.50471
GRCh38_ENSG00000060688,GRCh38_SNRNP40,20,0.01159,18,-0.1382,8,-1.6145,29,1.11834
GRCh38_ENSG00000121766,GRCh38_ZCCHC17,22,-0.1629,23,-0.1142,25,0.06698,25,0.07321
GRCh38_ENSG00000168528,GRCh38_SERINC2,199,-0.7044,245,-0.4174,243,-0.4834,424,0.83878
GRCh38_ENSG00000142910,GRCh38_TINAGL1,22,-0.2926,25,-0.0609,25,-0.0431,28,0.17688
GRCh38_ENSG00000162517,GRCh38_PEF1,52,-0.5342,52,-0.5857,50,-0.7386,107,1.06008
GRCh38_ENSG00000084636,GRCh38_COL16A1,116,0.35264,51,-1.0244,93,-0.0195,110,0.40661
GRCh38_ENSG00000134668,GRCh38_SPOCD1,17,-0.3676,24,0.19031,14,-0.8185,28,0.60381
GRCh38_ENSG00000184007,GRCh38_PTP4A2,104,-0.0638,64,-0.8885,138,0.52748,109,0.01851
GRCh38_ENSG00000121774,GRCh38_KHDRBS1,79,-0.2580,70,-0.4895,97,0.08939,104,0.29935
GRCh38_ENSG00000121775,GRCh38_TMEM39B,22,0.49925,10,-0.7014,10,-0.8045,21,0.78136
GRCh38_ENSG00000025800,GRCh38_KPNA6,9,-1.6625,27,-0.0496,33,0.35022,29,0.10887
GRCh38_ENSG00000084652,GRCh38_TXLNA,56,-0.1230,56,-0.1405,74,0.43226,54,-0.2692
GRCh38_ENSG00000160055,GRCh38_TMEM234,14,0.30389,10,-0.2612,10,-0.3201,13,0.30264
GRCh38_ENSG00000084623,GRCh38_EIF3I,93,-0.6354,116,-0.3148,122,-0.2617,175,0.59973
GRCh38_ENSG00000182866,GRCh38_LCK,21,0.19691,9,-1.2015,29,1.02832,15,-0.4855
GRCh38_ENSG00000116478,GRCh38_HDAC1,56,-0.3793,65,-0.1776,70,-0.0634,81,0.29214
GRCh38_ENSG00000175130,GRCh38_MARCKSL1,138,-0.4754,217,0.27643,188,0.00908,183,-0.0467
GRCh38_ENSG00000160058,GRCh38_BSDC1,31,0.36379,19,-0.4693,21,-0.3492,30,0.41290
GRCh38_ENSG00000176261,GRCh38_ZBTB8OS,45,0.05300,44,0.02929,35,-0.4085,49,0.29136
GRCh38_ENSG00000162521,GRCh38_RBBP4,60,0.14472,41,-0.5202,67,0.41051,52,-0.1258
GRCh38_ENSG00000162522,GRCh38_KIAA1522,20,-0.7699,22,-0.6542,32,-0.0685,42,0.65205
GRCh38_ENSG00000134684,GRCh38_YARS,83,-0.2498,49,-1.1610,93,-0.0756,127,0.72869
GRCh38_ENSG00000116497,GRCh38_S100PBP,15,-0.1461,8,-1.0771,14,-0.3144,22,0.85415
GRCh38_ENSG00000121900,GRCh38_TMEM54,104,-1.3144,269,0.17750,188,-0.5107,308,0.61715
GRCh38_ENSG00000116514,GRCh38_RNF19B,49,-0.3449,62,0.05069,48,-0.4416,72,0.43486
GRCh38_ENSG00000004455,GRCh38_AK2,80,-0.4759,101,-0.1373,96,-0.2501,129,0.44592
GRCh38_ENSG00000160094,GRCh38_ZNF362,22,0.63362,8,-0.8877,11,-0.5432,19,0.62344
GRCh38_ENSG00000134686,GRCh38_PHC2,100,0.38520,46,-0.9296,72,-0.1779,96,0.48393
GRCh38_ENSG00000163866,GRCh38_SMIM12,38,-0.2398,33,-0.5113,40,-0.1868,54,0.53443
