Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
GRCh38_ENSG00000060688,GRCh38_SNRNP40,20,0.01159,18,-0.1382,8,-1.6145,49,1.54513,23,0.30724
GRCh38_ENSG00000121766,GRCh38_ZCCHC17,22,-0.1629,23,-0.1142,25,0.06698,33,0.47197,23,-0.1494
GRCh38_ENSG00000168528,GRCh38_SERINC2,199,-0.7044,245,-0.4174,243,-0.4834,430,0.52702,421,0.67258
GRCh38_ENSG00000142910,GRCh38_TINAGL1,22,-0.2926,25,-0.0609,25,-0.0431,52,1.14753,20,-0.5027
GRCh38_ENSG00000162517,GRCh38_PEF1,52,-0.5342,52,-0.5857,50,-0.7386,103,0.54702,109,0.88575
GRCh38_ENSG00000084636,GRCh38_COL16A1,116,0.35264,51,-1.0244,93,-0.0195,84,-0.1712,118,0.51197
GRCh38_ENSG00000134668,GRCh38_SPOCD1,17,-0.3676,24,0.19031,14,-0.8185,33,0.65746,26,0.35552
GRCh38_ENSG00000184007,GRCh38_PTP4A2,104,-0.0638,64,-0.8885,138,0.52748,152,0.55234,95,-0.2644
GRCh38_ENSG00000121774,GRCh38_KHDRBS1,79,-0.2580,70,-0.4895,97,0.08939,146,0.74377,91,-0.0428
GRCh38_ENSG00000121775,GRCh38_TMEM39B,22,0.49925,10,-0.7014,10,-0.8045,30,1.02774,18,0.32476
GRCh38_ENSG00000025800,GRCh38_KPNA6,9,-1.6625,27,-0.0496,33,0.35022,22,-0.3486,32,0.25250
GRCh38_ENSG00000084652,GRCh38_TXLNA,56,-0.1230,56,-0.1405,74,0.43226,86,0.56373,43,-0.6452
GRCh38_ENSG00000160055,GRCh38_TMEM234,14,0.30389,10,-0.2612,10,-0.3201,17,0.60087,12,0.04792
GRCh38_ENSG00000084623,GRCh38_EIF3I,93,-0.6354,116,-0.3148,122,-0.2617,290,1.24332,136,-0.0394
GRCh38_ENSG00000182866,GRCh38_LCK,21,0.19691,9,-1.2015,29,1.02832,10,-0.8529,16,-0.2522
GRCh38_ENSG00000116478,GRCh38_HDAC1,56,-0.3793,65,-0.1776,70,-0.0634,93,0.42618,77,0.13180
GRCh38_ENSG00000175130,GRCh38_MARCKSL1,138,-0.4754,217,0.27643,188,0.00908,133,-0.5353,200,0.14187
GRCh38_ENSG00000160058,GRCh38_BSDC1,31,0.36379,19,-0.4693,21,-0.3492,31,0.32120,29,0.31865
GRCh38_ENSG00000176261,GRCh38_ZBTB8OS,45,0.05300,44,0.02929,35,-0.4085,56,0.42841,46,0.12975
GRCh38_ENSG00000162521,GRCh38_RBBP4,60,0.14472,41,-0.5202,67,0.41051,81,0.62478,43,-0.4966
GRCh38_ENSG00000162522,GRCh38_KIAA1522,20,-0.7699,22,-0.6542,32,-0.0685,31,-0.0736,45,0.73375
GRCh38_ENSG00000134684,GRCh38_YARS,83,-0.2498,49,-1.1610,93,-0.0756,119,0.33148,130,0.65078
GRCh38_ENSG00000116497,GRCh38_S100PBP,15,-0.1461,8,-1.0771,14,-0.3144,23,0.58628,22,0.65870
GRCh38_ENSG00000121900,GRCh38_TMEM54,104,-1.3144,269,0.17750,188,-0.5107,189,-0.4015,348,0.80391
GRCh38_ENSG00000116514,GRCh38_RNF19B,49,-0.3449,62,0.05069,48,-0.4416,56,-0.1382,77,0.53026
GRCh38_ENSG00000004455,GRCh38_AK2,80,-0.4759,101,-0.1373,96,-0.2501,136,0.36228,127,0.33531
GRCh38_ENSG00000160094,GRCh38_ZNF362,22,0.63362,8,-0.8877,11,-0.5432,17,0.22562,19,0.58727
GRCh38_ENSG00000134686,GRCh38_PHC2,100,0.38520,46,-0.9296,72,-0.1779,122,0.71000,87,0.19220
GRCh38_ENSG00000163866,GRCh38_SMIM12,38,-0.2398,33,-0.5113,40,-0.1868,66,0.66111,50,0.27703
GRCh38_ENSG00000189280,GRCh38_GJB5,56,-1.0371,122,0.19985,86,-0.4652,120,0.14988,138,0.50942
GRCh38_ENSG00000189433,GRCh38_GJB4,11,-0.7282,21,0.29862,11,-0.9543,32,0.93452,21,0.30185
GRCh38_ENSG00000188910,GRCh38_GJB3,39,-1.2363,77,-0.2358,72,-0.3991,114,0.41265,119,0.67170
GRCh38_ENSG00000243749,GRCh38_TMEM35B,22,0.09712,9,-1.2984,24,0.31459,36,0.88629,20,-0.1156
GRCh38_ENSG00000163867,GRCh38_ZMYM6,13,-0.3557,17,-0.0174,27,1.05132,10,-0.7612,10,-0.8683
GRCh38_ENSG00000116560,GRCh38_SFPQ,121,-0.1841,95,-0.6121,106,-0.4724,209,0.70901,172,0.52009
GRCh38_ENSG00000146463,GRCh38_ZMYM4,15,-0.2191,9,-1.1139,22,0.50327,17,-0.0111,19,0.21440
GRCh38_ENSG00000142687,GRCh38_KIAA0319L,35,0.01327,20,-0.9160,28,-0.4427,39,0.17583,50,0.82126
GRCh38_ENSG00000020129,GRCh38_NCDN,13,-0.6958,14,-0.6758,12,-0.9864,32,0.63466,34,1.08109
GRCh38_ENSG00000126067,GRCh38_PSMB2,133,-0.3148,110,-0.6676,118,-0.6184,354,1.32812,187,0.30166
GRCh38_ENSG00000092847,GRCh38_AGO1,15,-0.2481,10,-0.9280,22,0.42875,23,0.43138,18,0.01485
GRCh38_ENSG00000126070,GRCh38_AGO3,15,0.09285,4,-1.8585,22,1.01038,13,-0.1457,13,-0.1763
GRCh38_ENSG00000116863,GRCh38_ADPRHL2,25,-0.3642,25,-0.4175,20,-0.8894,38,0.25208,49,0.98019
GRCh38_ENSG00000171812,GRCh38_COL8A2,16,0.22237,10,-0.4789,19,0.71754,12,-0.1903,11,-0.5125
GRCh38_ENSG00000054116,GRCh38_TRAPPC3,78,-0.2303,86,-0.0902,68,-0.5648,113,0.35187,113,0.48217
GRCh38_ENSG00000116871,GRCh38_MAP7D1,152,-0.9081,334,0.37801,219,-0.4278,293,0.12255,317,0.32525
GRCh38_ENSG00000054118,GRCh38_THRAP3,78,0.06816,57,-0.4655,82,0.18751,111,0.63213,67,-0.2310
GRCh38_ENSG00000214193,GRCh38_SH3D21,10,-1.0892,30,0.64999,10,-1.2962,23,0.16534,29,0.69275
GRCh38_ENSG00000142694,GRCh38_EVA1B,78,0.76021,25,-1.1369,70,0.79735,75,0.67353,26,-1.1472
GRCh38_ENSG00000196182,GRCh38_STK40,59,0.22303,67,0.48084,42,-0.3789,28,-0.9224,56,0.15675
GRCh38_ENSG00000181817,GRCh38_LSM10,33,0.03043,14,-1.3061,24,-0.5509,51,0.75386,45,0.76943
GRCh38_ENSG00000116898,GRCh38_MRPS15,35,-0.9442,56,-0.2586,70,0.17283,95,0.63315,64,-0.0012
GRCh38_ENSG00000163874,GRCh38_ZC3H12A,45,-0.6359,77,0.25651,26,-1.6840,58,-0.2137,112,1.21193
GRCh38_ENSG00000163875,GRCh38_MEAF6,34,-0.1894,40,0.06994,39,0.03462,30,-0.3998,41,0.13892
GRCh38_ENSG00000163877,GRCh38_SNIP1,12,-0.5373,21,0.43587,18,0.24628,11,-0.6427,15,-0.1927
GRCh38_ENSG00000134697,GRCh38_GNL2,21,-0.4964,17,-0.8686,25,-0.3453,44,0.65776,40,0.66839
GRCh38_ENSG00000196449,GRCh38_YRDC,21,0.34922,16,-0.1181,9,-1.0871,25,0.63378,21,0.47847
GRCh38_ENSG00000197982,GRCh38_C1orf122,75,-0.1947,63,-0.5148,69,-0.4067,122,0.60172,105,0.47940
GRCh38_ENSG00000188786,GRCh38_MTF1,4,-1.8126,20,0.70698,18,0.59705,6,-1.1722,11,-0.4466
GRCh38_ENSG00000183431,GRCh38_SF3A3,36,0.14201,22,-0.6783,31,-0.0943,62,1.05283,31,-0.1266
GRCh38_ENSG00000183386,GRCh38_FHL3,25,0.37210,10,-1.1121,14,-0.6640,32,0.76955,27,0.62822
GRCh38_ENSG00000183520,GRCh38_UTP11,14,-1.2417,28,-0.2148,36,0.21761,44,0.53061,33,0.04767
GRCh38_ENSG00000116954,GRCh38_RRAGC,44,-0.4484,50,-0.2758,59,0.01259,51,-0.2375,72,0.42723
GRCh38_ENSG00000214114,GRCh38_MYCBP,32,0.29086,21,-0.3663,17,-0.8463,55,1.21867,28,0.13461
GRCh38_ENSG00000174574,GRCh38_AKIRIN1,21,-0.7727,41,0.33414,37,0.15239,39,0.20721,30,-0.2644
GRCh38_ENSG00000168653,GRCh38_NDUFS5,127,-0.4363,118,-0.6122,180,0.15298,285,0.87920,163,-0.0614
GRCh38_ENSG00000127603,GRCh38_MACF1,95,-1.2452,169,-0.4000,348,1.17605,135,-0.7101,170,-0.4375
GRCh38_ENSG00000090621,GRCh38_PABPC4,58,-0.1815,37,-0.9791,83,0.51583,92,0.55677,60,-0.1560
GRCh38_ENSG00000084072,GRCh38_PPIE,51,0.48380,23,-0.8294,36,-0.0755,51,0.50530,40,0.11387
GRCh38_ENSG00000043514,GRCh38_TRIT1,6,-0.8501,12,0.12763,6,-1.1590,20,0.96582,14,0.56533
GRCh38_ENSG00000116990,GRCh38_MYCL,6,-1.8326,12,-1.0114,13,-0.9846,20,-0.1192,43,1.73912
GRCh38_ENSG00000168389,GRCh38_MFSD2A,7,-1.5520,8,-1.4269,5,-2.1214,55,1.82653,33,1.25744
GRCh38_ENSG00000131236,GRCh38_CAP1,198,-0.6300,249,-0.3012,321,0.17525,478,0.79666,272,-0.1656
GRCh38_ENSG00000131238,GRCh38_PPT1,54,-0.7058,53,-0.8075,109,0.56147,94,0.17403,88,0.08428
GRCh38_ENSG00000084073,GRCh38_ZMPSTE24,29,-0.4792,26,-0.6791,51,0.56944,47,0.29602,37,-0.1234
GRCh38_ENSG00000084070,GRCh38_SMAP2,47,0.48108,39,0.17335,37,0.09358,40,0.22384,25,-0.6275
GRCh38_ENSG00000066136,GRCh38_NFYC,18,-0.7687,35,0.26650,26,-0.3036,38,0.39213,32,0.15202
GRCh38_ENSG00000179862,GRCh38_CITED4,83,-1.2279,212,0.25760,144,-0.4791,112,-0.7769,263,0.80729
GRCh38_ENSG00000171793,GRCh38_CTPS1,41,0.09038,24,-0.8125,30,-0.4792,64,0.85444,47,0.43711
GRCh38_ENSG00000198815,GRCh38_FOXJ3,33,0.33791,24,-0.1493,29,0.17445,22,-0.3144,25,-0.1053
GRCh38_ENSG00000127125,GRCh38_PPCS,73,-0.2592,74,-0.2509,69,-0.4208,79,-0.1230,116,0.67546
GRCh38_ENSG00000171960,GRCh38_PPIH,16,-0.3066,9,-1.2488,11,-1.0673,57,1.88944,23,0.39849
GRCh38_ENSG00000065978,GRCh38_YBX1,154,-0.4998,113,-1.0543,285,0.65725,396,1.05012,162,-0.5260
GRCh38_ENSG00000117385,GRCh38_P3H1,33,0.61400,16,-0.5774,27,0.40286,48,1.26060,10,-1.4057
GRCh38_ENSG00000164008,GRCh38_C1orf50,10,-0.3728,8,-0.7914,14,0.06350,17,0.37193,16,0.39060
GRCh38_ENSG00000117394,GRCh38_SLC2A1,201,-0.7639,230,-0.6147,266,-0.4156,275,-0.2772,515,1.05539
GRCh38_ENSG00000117395,GRCh38_EBNA1BP2,40,-0.3061,30,-0.8294,38,-0.4747,105,1.29047,56,0.29619
GRCh38_ENSG00000117399,GRCh38_CDC20,9,-1.1562,5,-2.0542,21,0.06324,82,2.59846,12,-0.9245
GRCh38_ENSG00000066322,GRCh38_ELOVL1,84,-0.2282,106,0.16230,72,-0.5900,151,0.71937,103,0.12491
GRCh38_ENSG00000159479,GRCh38_MED8,52,0.07996,57,0.24121,42,-0.3283,47,-0.1003,53,0.12448
GRCh38_ENSG00000198198,GRCh38_SZT2,21,-0.2474,24,-0.0610,25,-0.0478,27,0.14053,27,0.12764
GRCh38_ENSG00000178922,GRCh38_HYI,40,0.89171,9,-1.4923,17,-0.6450,50,1.28412,25,0.13093
GRCh38_ENSG00000142949,GRCh38_PTPRF,119,-0.7818,126,-0.7620,155,-0.4675,200,0.02386,310,1.06477
GRCh38_ENSG00000066135,GRCh38_KDM4A,10,-0.8959,7,-1.4432,26,0.87328,14,-0.3036,19,0.24661
GRCh38_ENSG00000117408,GRCh38_IPO13,27,0.13962,24,-0.0703,19,-0.5634,34,0.49508,28,0.25532
GRCh38_ENSG00000132768,GRCh38_DPH2,7,-0.9270,7,-0.9638,17,0.47562,17,0.42176,14,0.18901
GRCh38_ENSG00000117410,GRCh38_ATP6V0B,219,0.14363,169,-0.2972,186,-0.1481,253,0.38201,211,0.10998
GRCh38_ENSG00000117411,GRCh38_B4GALT2,60,0.51820,35,-0.4130,31,-0.6518,82,1.04479,44,0.02634
GRCh38_ENSG00000196517,GRCh38_SLC6A9,14,-0.3840,8,-1.4216,15,-0.3907,8,-1.2543,34,1.48471
GRCh38_ENSG00000178028,GRCh38_DMAP1,55,0.99748,18,-0.8398,20,-0.7845,39,0.39550,37,0.44919
GRCh38_ENSG00000117419,GRCh38_ERI3,32,-0.0207,17,-1.0497,28,-0.2957,73,1.34064,34,0.10262
GRCh38_ENSG00000187147,GRCh38_RNF220,51,0.23275,21,-1.2431,42,-0.0638,61,0.52929,53,0.39231
GRCh38_ENSG00000142937,GRCh38_RPS8,1422,-0.0692,901,-0.8564,1013,-0.7360,2111,0.57658,2159,0.85172
GRCh38_ENSG00000173846,GRCh38_PLK3,28,-0.1760,64,1.42160,19,-0.9485,33,0.07413,23,-0.5790
GRCh38_ENSG00000070785,GRCh38_EIF2B3,18,0.14770,7,-1.2586,13,-0.4238,32,1.12142,19,0.38607
GRCh38_ENSG00000126107,GRCh38_HECTD3,18,-0.1894,13,-0.7811,19,-0.1152,22,0.15243,27,0.58187
GRCh38_ENSG00000126088,GRCh38_UROD,47,-0.1560,22,-1.3915,59,0.23873,80,0.68890,58,0.23033
GRCh38_ENSG00000117450,GRCh38_PRDX1,271,-0.1453,195,-0.7257,279,-0.1278,554,1.04255,307,0.06412
GRCh38_ENSG00000117448,GRCh38_AKR1A1,129,0.56872,58,-0.7531,89,-0.0470,113,0.34916,94,0.08265
GRCh38_ENSG00000132780,GRCh38_NASP,77,0.37035,40,-0.7289,45,-0.6084,115,1.04498,69,0.24879
GRCh38_ENSG00000159592,GRCh38_GPBP1L1,56,-0.2691,70,0.10155,58,-0.2712,82,0.33747,70,0.12773
GRCh38_ENSG00000159596,GRCh38_TMEM69,21,0.23631,11,-0.7386,20,0.24493,19,0.15181,18,0.04956
GRCh38_ENSG00000086015,GRCh38_MAST2,30,0.34248,25,0.03255,24,-0.0191,34,0.56779,19,-0.4864
GRCh38_ENSG00000117472,GRCh38_TSPAN1,7,-1.3153,9,-0.9401,15,-0.1505,53,2.07025,13,-0.3992
GRCh38_ENSG00000085998,GRCh38_POMGNT1,34,0.60853,18,-0.4427,14,-1.0105,44,1.05434,26,0.24530
GRCh38_ENSG00000132128,GRCh38_LRRC41,35,-0.1432,29,-0.5028,41,0.11593,53,0.50665,39,0.03514
GRCh38_ENSG00000173660,GRCh38_UQCRH,234,0.04530,126,-1.0047,162,-0.6510,446,1.13566,285,0.48984
GRCh38_ENSG00000117481,GRCh38_NSUN4,16,0.07307,8,-1.0803,20,0.53024,12,-0.3889,17,0.19479
GRCh38_ENSG00000079277,GRCh38_MKNK1,34,-0.4091,35,-0.4059,41,-0.1774,67,0.68374,50,0.25117
GRCh38_ENSG00000142961,GRCh38_MOB3C,38,0.56129,13,-1.1264,6,-2.4912,48,0.97399,45,1.25941
GRCh38_ENSG00000123472,GRCh38_ATPAF1,22,0.23570,20,0.08544,14,-0.5859,28,0.61492,20,0.04873
GRCh38_ENSG00000159658,GRCh38_EFCAB14,45,-0.2446,54,0.04781,66,0.48362,51,-0.0674,42,-0.4538
GRCh38_ENSG00000162366,GRCh38_PDZK1IP1,106,-2.0700,670,0.95092,327,-0.4472,126,-1.8086,519,0.50696
GRCh38_ENSG00000162368,GRCh38_CMPK1,49,-0.9421,89,-0.0267,120,0.61502,80,-0.1928,80,-0.2611
GRCh38_ENSG00000185104,GRCh38_FAF1,24,-0.2069,11,-1.4932,38,0.72448,34,0.36229,26,-0.0617
GRCh38_ENSG00000123091,GRCh38_RNF11,82,-0.9150,135,-0.1552,184,0.47149,83,-0.8882,163,0.21146
GRCh38_ENSG00000085832,GRCh38_EPS15,26,-0.4294,26,-0.4880,60,1.33372,28,-0.2927,19,-1.0646
GRCh38_ENSG00000117859,GRCh38_OSBPL9,31,-0.0967,21,-0.7326,40,0.42294,32,-0.0512,34,0.09059
GRCh38_ENSG00000078618,GRCh38_NRDC,90,-0.0684,70,-0.5102,101,0.13665,112,0.28452,99,0.10435
GRCh38_ENSG00000117862,GRCh38_TXNDC12,45,-0.5056,39,-0.7963,56,-0.2065,122,1.13799,69,0.22857
GRCh38_ENSG00000134717,GRCh38_BTF3L4,23,-1.3859,48,-0.3094,74,0.56725,37,-0.6743,64,0.25175
GRCh38_ENSG00000134748,GRCh38_PRPF38A,8,-1.8306,26,-0.0884,23,-0.3757,50,0.98467,33,0.33433
GRCh38_ENSG00000134744,GRCh38_TUT4,13,-0.2270,5,-1.6680,28,1.61922,12,-0.3052,9,-0.8739
GRCh38_ENSG00000162377,GRCh38_COA7,14,-0.0085,6,-1.4705,15,0.14552,18,0.38946,18,0.44918
GRCh38_ENSG00000116171,GRCh38_SCP2,62,-0.3749,76,-0.0786,82,0.08026,100,0.37975,77,-0.0585
GRCh38_ENSG00000162384,GRCh38_CZIB,21,-0.7682,17,-1.1767,41,0.32501,38,0.10361,45,0.53574
GRCh38_ENSG00000162385,GRCh38_MAGOH,41,-0.2018,34,-0.5265,25,-1.1372,95,1.21920,61,0.60995
GRCh38_ENSG00000058804,GRCh38_NDC1,6,-1.2388,3,-2.1986,13,-0.0372,34,1.62055,16,0.35546
GRCh38_ENSG00000058799,GRCh38_YIPF1,38,0.46944,29,0.06647,27,-0.0946,28,-0.0214,26,-0.1825
GRCh38_ENSG00000081870,GRCh38_HSPB11,28,0.20846,14,-0.9018,17,-0.6603,62,1.57510,25,0.04213
GRCh38_ENSG00000116212,GRCh38_LRRC42,12,-0.6961,14,-0.5011,15,-0.4950,38,1.12090,23,0.37915
GRCh38_ENSG00000116209,GRCh38_TMEM59,127,-0.4318,182,0.15638,208,0.46927,121,-0.5137,146,-0.2760
GRCh38_ENSG00000116221,GRCh38_MRPL37,39,-0.4149,37,-0.5806,45,-0.2784,109,1.26768,53,0.05244
GRCh38_ENSG00000157216,GRCh38_SSBP3,23,0.03743,13,-0.8745,22,0.02581,23,0.05006,27,0.45892
GRCh38_ENSG00000243725,GRCh38_TTC4,20,-0.1789,14,-0.7739,20,-0.2006,30,0.43691,29,0.52039
GRCh38_ENSG00000006555,GRCh38_TTC22,15,-1.9151,69,0.49098,48,-0.2058,5,-3.3148,77,0.81237
GRCh38_ENSG00000116133,GRCh38_DHCR24,45,-1.4561,148,0.43105,94,-0.4351,23,-2.4518,176,0.92361
GRCh38_ENSG00000162402,GRCh38_USP24,15,-1.3330,38,0.06944,47,0.53363,30,-0.3290,35,-0.0987
GRCh38_ENSG00000184292,GRCh38_TACSTD2,294,-1.7095,1386,0.84311,598,-0.7721,401,-1.2438,1230,0.70980
GRCh38_ENSG00000162601,GRCh38_MYSM1,8,-1.2996,11,-0.8836,33,1.30270,18,-0.0973,14,-0.5250
GRCh38_ENSG00000177606,GRCh38_JUN,101,-0.8555,144,-0.3413,176,0.01520,71,-1.3809,253,0.84052
GRCh38_ENSG00000134709,GRCh38_HOOK1,14,-0.8290,29,0.30707,36,0.90629,3,-2.8913,20,-0.4035
GRCh38_ENSG00000162599,GRCh38_NFIA,6,-1.8886,13,-0.7818,40,1.58733,15,-0.5320,15,-0.6920
GRCh38_ENSG00000162604,GRCh38_TM2D1,18,-0.5223,23,-0.2039,25,-0.0836,37,0.58485,27,0.12856
GRCh38_ENSG00000132849,GRCh38_PATJ,11,-0.9644,15,-0.5680,30,0.80407,15,-0.4630,21,-0.0053
GRCh38_ENSG00000162607,GRCh38_USP1,13,-0.9615,12,-1.1112,29,0.40278,52,1.28403,22,-0.2296
GRCh38_ENSG00000088035,GRCh38_ALG6,14,0.03238,6,-1.2997,12,-0.1794,11,-0.2945,21,0.92215
GRCh38_ENSG00000079739,GRCh38_PGM1,19,-0.0084,11,-0.8385,18,-0.0784,45,1.46806,16,-0.3315
GRCh38_ENSG00000162434,GRCh38_JAK1,69,-0.2366,73,-0.1647,114,0.80742,56,-0.5425,62,-0.5044
GRCh38_ENSG00000162433,GRCh38_AK4,7,-1.2732,8,-1.1296,21,0.56402,29,0.98823,15,-0.1042
GRCh38_ENSG00000213625,GRCh38_LEPROT,39,-0.9116,82,0.29600,93,0.62939,42,-0.7712,58,-0.3657
GRCh38_ENSG00000198160,GRCh38_MIER1,13,-1.1892,20,-0.5898,44,1.03469,30,0.14143,22,-0.4852
GRCh38_ENSG00000142864,GRCh38_SERBP1,185,-1.0623,217,-0.8985,415,0.26149,358,-0.0401,483,0.60325
GRCh38_ENSG00000116717,GRCh38_GADD45A,66,-0.0841,73,0.10595,48,-0.6806,67,-0.0525,89,0.54901
GRCh38_ENSG00000172380,GRCh38_GNG12,57,-0.9021,82,-0.3893,142,0.72608,85,-0.2980,98,-0.0982
GRCh38_ENSG00000116729,GRCh38_WLS,18,-0.8616,17,-1.0303,40,0.48382,50,0.73552,32,0.01689
GRCh38_ENSG00000116754,GRCh38_SRSF11,88,-0.0422,53,-0.9079,131,0.84348,85,-0.0886,77,-0.3189
GRCh38_ENSG00000118454,GRCh38_ANKRD13C,9,-0.8842,21,0.40036,15,-0.2456,17,-0.0102,18,0.20245
GRCh38_ENSG00000132485,GRCh38_ZRANB2,52,0.18202,39,-0.2973,54,0.35518,57,0.33377,37,-0.4241
GRCh38_ENSG00000117054,GRCh38_ACADM,17,0.33630,15,0.12786,14,0.09012,13,-0.0969,11,-0.3241
GRCh38_ENSG00000137955,GRCh38_RABGGTB,6,-1.3827,8,-1.1066,21,0.67734,15,-0.0228,18,0.32849
GRCh38_ENSG00000142892,GRCh38_PIGK,18,0.04524,8,-1.2044,28,1.17573,21,0.35803,10,-0.9389
GRCh38_ENSG00000036549,GRCh38_AC118549.1,13,-0.2666,9,-0.8899,19,0.44943,25,0.77232,14,-0.2279
GRCh38_ENSG00000077254,GRCh38_USP33,27,0.08191,15,-0.8616,28,0.22339,30,0.23936,28,0.16390
GRCh38_ENSG00000162613,GRCh38_FUBP1,47,-0.3283,41,-0.5987,56,-0.0613,105,0.99992,58,0.02767
GRCh38_ENSG00000137959,GRCh38_IFI44L,57,-0.8834,63,-0.8142,138,0.69221,30,-1.8180,127,0.51011
GRCh38_ENSG00000137965,GRCh38_IFI44,107,-0.7434,163,-0.1066,131,-0.5397,142,-0.3115,253,0.87141
GRCh38_ENSG00000117114,GRCh38_ADGRL2,6,-1.3222,30,1.30418,21,0.67078,5,-1.6975,7,-1.4320
GRCh38_ENSG00000142875,GRCh38_PRKACB,21,-0.0983,13,-0.9779,24,0.13720,44,1.11327,21,-0.1458
GRCh38_ENSG00000117133,GRCh38_RPF1,22,-0.4334,21,-0.5273,27,-0.1158,45,0.72954,32,0.24729
GRCh38_ENSG00000174021,GRCh38_GNG5,115,-0.6689,140,-0.3945,192,0.18051,245,0.53907,181,0.06109
GRCh38_ENSG00000117151,GRCh38_CTBS,17,-0.1442,10,-1.0954,29,0.99114,20,0.12363,15,-0.4731
GRCh38_ENSG00000171517,GRCh38_LPAR3,6,-1.0990,13,0.03318,10,-0.5096,24,1.00410,15,0.22255
GRCh38_ENSG00000162642,GRCh38_C1orf52,11,-0.9731,14,-0.6327,24,0.32807,20,-0.0091,25,0.38197
GRCh38_ENSG00000142867,GRCh38_BCL10,14,-0.6472,16,-0.5347,28,0.58922,28,0.42677,19,-0.2521
GRCh38_ENSG00000142871,GRCh38_CCN1,59,0.55249,26,-0.8180,52,0.45451,94,1.36381,20,-1.3571
GRCh38_ENSG00000117174,GRCh38_ZNHIT6,12,-0.1979,6,-1.2750,11,-0.3912,23,0.82097,19,0.68345
GRCh38_ENSG00000122417,GRCh38_ODF2L,28,-0.1109,23,-0.4563,37,0.39977,36,0.25678,28,-0.1819
GRCh38_ENSG00000137975,GRCh38_CLCA2,194,-1.3957,351,-0.5463,619,0.55434,465,-0.0521,529,0.20238
GRCh38_ENSG00000097033,GRCh38_SH3GLB1,55,-0.5588,51,-0.7364,103,0.57961,98,0.35129,75,-0.1058
GRCh38_ENSG00000183291,GRCh38_SELENOF,69,-0.4279,71,-0.4361,112,0.44762,109,0.30384,84,-0.1526
GRCh38_ENSG00000153936,GRCh38_HS2ST1,13,-0.3996,5,-1.8684,31,1.45006,23,0.47580,10,-0.9166
GRCh38_ENSG00000143013,GRCh38_LMO4,48,-0.3455,31,-1.0900,61,0.00950,90,0.65268,73,0.41985
GRCh38_ENSG00000065243,GRCh38_PKN2,14,-1.2564,22,-0.6439,58,1.42353,24,-0.4412,22,-0.7136
GRCh38_ENSG00000137947,GRCh38_GTF2B,19,-0.7491,44,0.64710,30,-0.0489,27,-0.2017,28,-0.1717
GRCh38_ENSG00000213516,GRCh38_RBMXL1,13,-0.0926,8,-0.9349,14,0.06149,14,0.02732,17,0.51151
GRCh38_ENSG00000117226,GRCh38_GBP3,42,-0.8108,43,-0.8737,92,0.54506,72,0.00549,80,0.23515
GRCh38_ENSG00000117228,GRCh38_GBP1,236,-0.4351,244,-0.4209,293,-0.1207,195,-0.7254,436,0.76275
GRCh38_ENSG00000162645,GRCh38_GBP2,87,-0.8813,132,-0.2662,208,0.68151,55,-1.5615,167,0.18356
GRCh38_ENSG00000162654,GRCh38_GBP4,59,-0.2603,42,-0.8545,80,0.29930,44,-0.6942,89,0.54118
GRCh38_ENSG00000154451,GRCh38_GBP5,88,-1.0626,140,-0.3964,201,0.29038,53,-1.8298,243,0.73113
GRCh38_ENSG00000183347,GRCh38_GBP6,14,-0.8342,12,-1.0708,31,0.56337,26,0.15916,27,0.24525
GRCh38_ENSG00000197147,GRCh38_LRRC8B,12,-0.2329,16,0.20480,18,0.48469,7,-1.0544,12,-0.2546
GRCh38_ENSG00000171488,GRCh38_LRRC8C,12,-0.4348,10,-0.7238,20,0.45612,29,0.97228,13,-0.4142
GRCh38_ENSG00000171492,GRCh38_LRRC8D,17,-0.0142,9,-1.1109,13,-0.5709,35,1.15322,22,0.48593
GRCh38_ENSG00000162664,GRCh38_ZNF326,8,-0.7482,7,-0.9938,16,0.31095,16,0.21396,17,0.42445
GRCh38_ENSG00000122482,GRCh38_ZNF644,22,-0.3873,13,-1.3042,43,1.01912,20,-0.5351,27,-0.0433
GRCh38_ENSG00000122484,GRCh38_RPAP2,7,-0.9087,11,-0.3530,17,0.54696,11,-0.2702,14,0.07501
GRCh38_ENSG00000122406,GRCh38_RPL5,778,0.10067,407,-0.9952,556,-0.5320,1241,0.88106,934,0.53819
GRCh38_ENSG00000154511,GRCh38_DIPK1A,14,-0.1674,9,-0.9916,12,-0.4523,17,0.16257,24,0.92799
GRCh38_ENSG00000143033,GRCh38_MTF2,18,0.16100,11,-0.5967,18,0.22952,20,0.37131,15,-0.0866
GRCh38_ENSG00000117500,GRCh38_TMED5,52,0.31584,31,-0.5447,51,0.36674,59,0.50844,34,-0.4422
GRCh38_ENSG00000223745,GRCh38_CCDC18-AS1,18,0.45934,11,-0.3019,13,-0.0423,9,-0.6436,15,0.25649
GRCh38_ENSG00000117505,GRCh38_DR1,34,-1.1052,52,-0.5270,82,0.33147,71,0.02699,82,0.33571
GRCh38_ENSG00000137936,GRCh38_BCAR3,26,-0.3483,23,-0.6060,29,-0.2363,44,0.48186,41,0.50121
