Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
GRCh38_ENSG00000275832,GRCh38_ARHGAP23,36,-0.6807,57,0.68078
GRCh38_ENSG00000276170,GRCh38_AC244153.1,0,-3.7175,12,3.71754
GRCh38_ENSG00000275023,GRCh38_MLLT6,62,0.71141,38,-0.7114
GRCh38_ENSG00000277972,GRCh38_CISD3,29,0.24086,24,-0.2408
GRCh38_ENSG00000277258,GRCh38_PCGF2,21,0.05156,20,-0.0515
GRCh38_ENSG00000277791,GRCh38_PSMB3,135,-0.3792,176,0.37923
GRCh38_ENSG00000276293,GRCh38_PIP4K2B,29,0.20564,25,-0.2056
GRCh38_ENSG00000273559,GRCh38_CWC25,18,0.13904,16,-0.1390
GRCh38_ENSG00000125691,GRCh38_RPL23,513,-0.5409,747,0.54098
GRCh38_ENSG00000002834,GRCh38_LASP1,76,-0.2292,90,0.22929
GRCh38_ENSG00000161381,GRCh38_PLXDC1,93,0.68479,57,-0.6847
GRCh38_ENSG00000108298,GRCh38_RPL19,971,-0.1786,1099,0.17869
GRCh38_ENSG00000125686,GRCh38_MED1,14,-0.6091,22,0.60913
GRCh38_ENSG00000167258,GRCh38_CDK12,17,-0.6280,27,0.62800
GRCh38_ENSG00000131748,GRCh38_STARD3,25,-0.4459,35,0.44590
GRCh38_ENSG00000161395,GRCh38_PGAP3,9,-0.6855,15,0.68558
GRCh38_ENSG00000141736,GRCh38_ERBB2,37,-0.7974,64,0.79742
GRCh38_ENSG00000141741,GRCh38_MIEN1,55,-0.1541,61,0.15412
GRCh38_ENSG00000141738,GRCh38_GRB7,12,-1.4852,36,1.48528
GRCh38_ENSG00000161405,GRCh38_IKZF3,37,1.17178,16,-1.1717
GRCh38_ENSG00000073605,GRCh38_GSDMB,17,-0.3852,22,0.38528
GRCh38_ENSG00000172057,GRCh38_ORMDL3,30,-0.1298,33,0.12984
GRCh38_ENSG00000167914,GRCh38_GSDMA,10,-3.0797,85,3.07974
GRCh38_ENSG00000108344,GRCh38_PSMD3,113,0.19717,99,-0.1971
GRCh38_ENSG00000008838,GRCh38_MED24,28,-0.1092,30,0.10921
GRCh38_ENSG00000188895,GRCh38_MSL1,56,0.14811,50,-0.1481
GRCh38_ENSG00000108349,GRCh38_CASC3,43,0.17887,38,-0.1788
GRCh38_ENSG00000108352,GRCh38_RAPGEFL1,3,-2.9705,26,2.97058
GRCh38_ENSG00000171475,GRCh38_WIPF2,18,-0.9005,34,0.90052
GRCh38_ENSG00000094804,GRCh38_CDC6,12,0.22908,10,-0.2290
GRCh38_ENSG00000131747,GRCh38_TOP2A,13,-0.9430,26,0.94308
GRCh38_ENSG00000141753,GRCh38_IGFBP4,407,1.03476,199,-1.0347
GRCh38_ENSG00000131746,GRCh38_TNS4,45,-0.5400,65,0.54006
GRCh38_ENSG00000073584,GRCh38_SMARCE1,58,0.13753,53,-0.1375
GRCh38_ENSG00000186395,GRCh38_KRT10,306,-3.1657,2751,3.16574
GRCh38_ENSG00000108244,GRCh38_KRT23,9,-2.8085,69,2.80859
GRCh38_ENSG00000171401,GRCh38_KRT13,15,-1.6192,48,1.61929
GRCh38_ENSG00000171346,GRCh38_KRT15,248,-1.1880,565,1.18808
GRCh38_ENSG00000186847,GRCh38_KRT14,6208,-1.4211,16626,1.42112
GRCh38_ENSG00000186832,GRCh38_KRT16,2886,-2.1590,12891,2.15906
GRCh38_ENSG00000128422,GRCh38_KRT17,3421,-1.8846,12633,1.88468
GRCh38_ENSG00000173812,GRCh38_EIF1,820,-0.1060,883,0.10600
GRCh38_ENSG00000173801,GRCh38_JUP,570,-1.7588,1930,1.75887
GRCh38_ENSG00000141696,GRCh38_P3H4,27,-0.2012,31,0.20124
GRCh38_ENSG00000141756,GRCh38_FKBP10,38,0.87596,21,-0.8759
GRCh38_ENSG00000141698,GRCh38_NT5C3B,28,0.27297,23,-0.2729
GRCh38_ENSG00000131473,GRCh38_ACLY,50,-0.3356,63,0.33567
GRCh38_ENSG00000173786,GRCh38_CNP,69,0.22790,59,-0.2279
GRCh38_ENSG00000168259,GRCh38_DNAJC7,44,-0.0271,45,0.02719
GRCh38_ENSG00000168256,GRCh38_NKIRAS2,38,-0.2183,45,0.21832
GRCh38_ENSG00000108771,GRCh38_DHX58,32,0.46032,23,-0.4603
GRCh38_ENSG00000108773,GRCh38_KAT2A,34,0.04274,33,-0.0427
GRCh38_ENSG00000108774,GRCh38_RAB5C,90,-0.3454,115,0.34548
GRCh38_ENSG00000167925,GRCh38_GHDC,18,-0.0055,18,0.00550
GRCh38_ENSG00000173757,GRCh38_STAT5B,23,-0.3864,30,0.38641
GRCh38_ENSG00000126561,GRCh38_STAT5A,20,0.47562,14,-0.4756
GRCh38_ENSG00000168610,GRCh38_STAT3,49,-1.2037,114,1.20372
GRCh38_ENSG00000177469,GRCh38_CAVIN1,151,-0.1174,164,0.11742
GRCh38_ENSG00000033627,GRCh38_ATP6V0A1,43,-0.1640,48,0.16401
GRCh38_ENSG00000108784,GRCh38_NAGLU,48,0.55622,32,-0.5562
GRCh38_ENSG00000108786,GRCh38_HSD17B1,2,-2.4469,14,2.44692
GRCh38_ENSG00000068120,GRCh38_COASY,59,-0.4419,80,0.44198
GRCh38_ENSG00000108788,GRCh38_MLX,15,-0.8256,27,0.82569
GRCh38_ENSG00000141699,GRCh38_RETREG3,76,0.35506,59,-0.3550
GRCh38_ENSG00000131462,GRCh38_TUBG1,25,-0.4740,35,0.47401
GRCh38_ENSG00000037042,GRCh38_TUBG2,8,-0.6423,12,0.64233
GRCh38_ENSG00000068137,GRCh38_PLEKHH3,21,-0.7123,35,0.71231
GRCh38_ENSG00000108799,GRCh38_EZH1,16,0.36171,12,-0.3617
GRCh38_ENSG00000131475,GRCh38_VPS25,56,-0.5927,84,0.59276
GRCh38_ENSG00000183978,GRCh38_COA3,64,-0.1546,71,0.15460
GRCh38_ENSG00000126581,GRCh38_BECN1,32,-0.6396,51,0.63967
GRCh38_ENSG00000131467,GRCh38_PSME3,39,-0.5505,58,0.55053
GRCh38_ENSG00000266967,GRCh38_AARSD1,22,0.07016,21,-0.0701
GRCh38_ENSG00000198863,GRCh38_RUNDC1,5,-1.4786,16,1.47865
GRCh38_ENSG00000131469,GRCh38_RPL27,493,-0.5842,739,0.58420
GRCh38_ENSG00000068079,GRCh38_IFI35,157,0.42016,118,-0.4201
GRCh38_ENSG00000108828,GRCh38_VAT1,49,-0.5122,69,0.51226
GRCh38_ENSG00000188554,GRCh38_NBR1,58,-0.1087,63,0.10871
GRCh38_ENSG00000175906,GRCh38_ARL4D,10,-1.9743,41,1.97434
GRCh38_ENSG00000067596,GRCh38_DHX8,13,-1.1003,29,1.10032
GRCh38_ENSG00000108861,GRCh38_DUSP3,37,-0.4088,49,0.40889
GRCh38_ENSG00000091947,GRCh38_TMEM101,26,0.06862,24,-0.0686
GRCh38_ENSG00000161654,GRCh38_LSM12,23,-0.7800,39,0.78006
GRCh38_ENSG00000108840,GRCh38_HDAC5,27,-0.1306,29,0.13069
GRCh38_ENSG00000168591,GRCh38_TMUB2,58,0.29034,48,-0.2903
GRCh38_ENSG00000087152,GRCh38_ATXN7L3,27,-0.7190,45,0.71909
GRCh38_ENSG00000108312,GRCh38_UBTF,77,0.48843,55,-0.4884
GRCh38_ENSG00000013306,GRCh38_SLC25A39,77,-0.7328,128,0.73281
GRCh38_ENSG00000030582,GRCh38_GRN,318,-0.7032,517,0.70322
GRCh38_ENSG00000186566,GRCh38_GPATCH8,20,-0.3440,26,0.34402
GRCh38_ENSG00000180329,GRCh38_CCDC43,13,-0.4596,19,0.45961
GRCh38_ENSG00000108883,GRCh38_EFTUD2,59,-0.1942,67,0.19421
GRCh38_ENSG00000136448,GRCh38_NMT1,32,0.05522,31,-0.0552
GRCh38_ENSG00000161714,GRCh38_PLCD3,32,-0.0522,33,0.05221
GRCh38_ENSG00000186834,GRCh38_HEXIM1,23,0.03054,22,-0.0305
GRCh38_ENSG00000184922,GRCh38_FMNL1,67,1.44798,24,-1.4479
GRCh38_ENSG00000006062,GRCh38_MAP3K14,21,0.47668,15,-0.4766
GRCh38_ENSG00000159314,GRCh38_ARHGAP27,30,-0.2291,35,0.22919
GRCh38_ENSG00000225190,GRCh38_PLEKHM1,28,-0.3687,36,0.36879
GRCh38_ENSG00000120071,GRCh38_KANSL1,13,-0.6609,21,0.66091
GRCh38_ENSG00000073969,GRCh38_NSF,24,-0.3644,31,0.36447
GRCh38_ENSG00000108433,GRCh38_GOSR2,42,-0.0451,43,0.04517
GRCh38_ENSG00000004897,GRCh38_CDC27,37,0.41866,27,-0.4186
GRCh38_ENSG00000141279,GRCh38_NPEPPS,58,-0.9858,116,0.98585
GRCh38_ENSG00000108424,GRCh38_KPNB1,104,-0.2188,121,0.21884
GRCh38_ENSG00000159111,GRCh38_MRPL10,11,-0.9925,21,0.99251
GRCh38_ENSG00000141295,GRCh38_SCRN2,22,-0.0924,24,0.09245
GRCh38_ENSG00000108439,GRCh38_PNPO,15,-0.5276,22,0.52768
GRCh38_ENSG00000108465,GRCh38_CDK5RAP3,187,1.25998,78,-1.2599
GRCh38_ENSG00000005243,GRCh38_COPZ2,35,-0.2250,40,0.22504
GRCh38_ENSG00000082641,GRCh38_NFE2L1,94,-0.4682,130,0.46824
GRCh38_ENSG00000108468,GRCh38_CBX1,16,-0.1688,18,0.16887
GRCh38_ENSG00000002919,GRCh38_SNX11,8,-1.1396,19,1.13966
GRCh38_ENSG00000136436,GRCh38_CALCOCO2,58,-0.1892,67,0.18926
GRCh38_ENSG00000159199,GRCh38_ATP5MC1,51,-0.6639,82,0.66395
GRCh38_ENSG00000159202,GRCh38_UBE2Z,88,-0.1412,97,0.14124
GRCh38_ENSG00000159210,GRCh38_SNF8,51,0.31068,41,-0.3106
GRCh38_ENSG00000108798,GRCh38_ABI3,11,-0.4464,16,0.44644
GRCh38_ENSG00000198740,GRCh38_ZNF652,13,-0.6247,20,0.62473
GRCh38_ENSG00000167085,GRCh38_PHB,50,-0.8305,90,0.83057
GRCh38_ENSG00000121067,GRCh38_SPOP,8,-0.7862,14,0.78625
GRCh38_ENSG00000121073,GRCh38_SLC35B1,34,-0.2400,41,0.24006
GRCh38_ENSG00000136504,GRCh38_KAT7,14,-0.5180,20,0.51809
GRCh38_ENSG00000005884,GRCh38_ITGA3,256,-0.4773,357,0.47735
GRCh38_ENSG00000005882,GRCh38_PDK2,20,-0.0221,20,0.02212
GRCh38_ENSG00000108819,GRCh38_PPP1R9B,45,0.04880,44,-0.0488
GRCh38_ENSG00000108821,GRCh38_COL1A1,1948,0.29922,1583,-0.2992
GRCh38_ENSG00000015532,GRCh38_XYLT2,12,-0.3681,16,0.36817
GRCh38_ENSG00000108826,GRCh38_MRPL27,73,0.23577,62,-0.2357
GRCh38_ENSG00000108829,GRCh38_LRRC59,89,0.17872,79,-0.1787
GRCh38_ENSG00000136444,GRCh38_RSAD1,28,0.78764,16,-0.7876
GRCh38_ENSG00000049283,GRCh38_EPN3,11,-1.9913,46,1.99139
GRCh38_ENSG00000006282,GRCh38_SPATA20,40,0.58743,26,-0.5874
GRCh38_ENSG00000108846,GRCh38_ABCC3,11,-0.2691,13,0.26917
GRCh38_ENSG00000154945,GRCh38_ANKRD40,23,0.35564,18,-0.3556
GRCh38_ENSG00000108848,GRCh38_LUC7L3,64,0.03063,62,-0.0306
GRCh38_ENSG00000141232,GRCh38_TOB1,14,-1.2033,34,1.20336
GRCh38_ENSG00000008294,GRCh38_SPAG9,45,-0.8155,79,0.81550
GRCh38_ENSG00000239672,GRCh38_NME1,102,-0.1391,112,0.13911
GRCh38_ENSG00000243678,GRCh38_NME2,637,-0.0289,650,0.02897
GRCh38_ENSG00000011258,GRCh38_MBTD1,10,-0.3953,13,0.39536
GRCh38_ENSG00000011260,GRCh38_UTP18,17,-0.7133,29,0.71332
GRCh38_ENSG00000141198,GRCh38_TOM1L1,7,-0.7394,13,0.73944
GRCh38_ENSG00000166260,GRCh38_COX11,24,-0.0988,26,0.09881
GRCh38_ENSG00000121060,GRCh38_TRIM25,32,-0.3206,41,0.32062
GRCh38_ENSG00000121058,GRCh38_COIL,12,-0.6705,20,0.67058
GRCh38_ENSG00000121064,GRCh38_SCPEP1,80,-0.4082,106,0.40825
GRCh38_ENSG00000121057,GRCh38_AKAP1,11,-0.5617,16,0.56175
GRCh38_ENSG00000153944,GRCh38_MSI2,15,-0.4368,20,0.43680
GRCh38_ENSG00000181610,GRCh38_MRPS23,34,-0.6132,52,0.61322
GRCh38_ENSG00000180891,GRCh38_CUEDC1,27,0.78326,15,-0.7832
GRCh38_ENSG00000136451,GRCh38_VEZF1,29,0.03318,29,-0.0331
GRCh38_ENSG00000136450,GRCh38_SRSF1,52,-0.6496,82,0.64966
GRCh38_ENSG00000264364,GRCh38_DYNLL2,67,-0.3693,87,0.36931
GRCh38_ENSG00000265206,GRCh38_AC004687.1,23,0.77511,13,-0.7751
GRCh38_ENSG00000213246,GRCh38_SUPT4H1,74,-0.3237,93,0.32377
GRCh38_ENSG00000108375,GRCh38_RNF43,12,-0.8612,21,0.86120
GRCh38_ENSG00000108389,GRCh38_MTMR4,12,-0.1459,14,0.14597
GRCh38_ENSG00000108384,GRCh38_RAD51C,10,-0.1858,11,0.18585
GRCh38_ENSG00000108395,GRCh38_TRIM37,11,-0.7102,18,0.71021
GRCh38_ENSG00000182628,GRCh38_SKA2,40,-0.5173,58,0.51734
GRCh38_ENSG00000167447,GRCh38_SMG8,3,-2.1594,15,2.15946
GRCh38_ENSG00000175155,GRCh38_YPEL2,8,-1.0420,18,1.04200
GRCh38_ENSG00000108406,GRCh38_DHX40,14,-0.4735,20,0.47358
GRCh38_ENSG00000141367,GRCh38_CLTC,195,-0.6981,316,0.69815
GRCh38_ENSG00000141378,GRCh38_PTRH2,18,-1.1975,41,1.19755
GRCh38_ENSG00000062716,GRCh38_VMP1,536,-0.4071,711,0.40710
GRCh38_ENSG00000108443,GRCh38_RPS6KB1,29,-0.0339,30,0.03398
GRCh38_ENSG00000170832,GRCh38_USP32,9,-1.8921,35,1.89217
GRCh38_ENSG00000062725,GRCh38_APPBP2,27,-0.1500,31,0.15004
GRCh38_ENSG00000141376,GRCh38_BCAS3,12,-0.8964,22,0.89646
GRCh38_ENSG00000121068,GRCh38_TBX2,36,0.95364,18,-0.9536
GRCh38_ENSG00000108510,GRCh38_MED13,34,-1.1841,78,1.18416
GRCh38_ENSG00000146872,GRCh38_TLK2,27,-0.6201,41,0.62013
GRCh38_ENSG00000011028,GRCh38_MRC2,111,0.82558,63,-0.8255
GRCh38_ENSG00000170921,GRCh38_TANC2,33,-0.5639,49,0.56392
GRCh38_ENSG00000008283,GRCh38_CYB561,49,-0.4209,65,0.42099
GRCh38_ENSG00000136485,GRCh38_DCAF7,33,-0.4003,44,0.40036
GRCh38_ENSG00000136463,GRCh38_TACO1,36,0.25557,30,-0.2555
GRCh38_ENSG00000198909,GRCh38_MAP3K3,26,1.05252,12,-1.0525
GRCh38_ENSG00000266173,GRCh38_STRADA,30,0.68972,18,-0.6897
GRCh38_ENSG00000136490,GRCh38_LIMD2,51,1.04669,24,-1.0466
GRCh38_ENSG00000108588,GRCh38_CCDC47,37,-0.7627,63,0.76270
GRCh38_ENSG00000198231,GRCh38_DDX42,60,-0.2409,71,0.24092
GRCh38_ENSG00000108592,GRCh38_FTSJ3,35,-0.0665,36,0.06658
GRCh38_ENSG00000087191,GRCh38_PSMC5,127,-0.6033,193,0.60331
GRCh38_ENSG00000108604,GRCh38_SMARCD2,38,-0.3810,49,0.38103
GRCh38_ENSG00000178607,GRCh38_ERN1,51,1.64512,16,-1.6451
GRCh38_ENSG00000266402,GRCh38_SNHG25,71,0.56594,48,-0.5659
GRCh38_ENSG00000136478,GRCh38_TEX2,10,-1.5618,30,1.56185
GRCh38_ENSG00000261371,GRCh38_PECAM1,126,0.68047,79,-0.6804
GRCh38_ENSG00000108654,GRCh38_DDX5,523,-0.0807,553,0.08079
GRCh38_ENSG00000258890,GRCh38_CEP95,8,-0.9808,17,0.98082
GRCh38_ENSG00000108854,GRCh38_SMURF2,21,0.28047,17,-0.2804
GRCh38_ENSG00000120063,GRCh38_GNA13,33,-0.7055,54,0.70552
GRCh38_ENSG00000154229,GRCh38_PRKCA,12,-0.1067,13,0.10679
GRCh38_ENSG00000198265,GRCh38_HELZ,7,-1.6481,22,1.64810
GRCh38_ENSG00000197170,GRCh38_PSMD12,46,-0.5777,69,0.57772
GRCh38_ENSG00000154217,GRCh38_PITPNC1,19,0.08654,18,-0.0865
GRCh38_ENSG00000130935,GRCh38_NOL11,17,-1.2394,41,1.23943
GRCh38_ENSG00000171634,GRCh38_BPTF,37,-0.6619,58,0.66195
GRCh38_ENSG00000182481,GRCh38_KPNA2,47,-0.4096,62,0.40964
GRCh38_ENSG00000196704,GRCh38_AMZ2,26,-0.6096,39,0.60969
GRCh38_ENSG00000070540,GRCh38_WIPI1,54,1.29020,22,-1.2902
GRCh38_ENSG00000108946,GRCh38_PRKAR1A,62,-0.6734,100,0.67342
GRCh38_ENSG00000108950,GRCh38_FAM20A,44,0.97963,22,-0.9796
GRCh38_ENSG00000125398,GRCh38_SOX9,8,-2.5440,50,2.54405
GRCh38_ENSG00000227036,GRCh38_LINC00511,14,-1.8855,53,1.88555
GRCh38_ENSG00000133195,GRCh38_SLC39A11,17,-0.6584,28,0.65840
GRCh38_ENSG00000166685,GRCh38_COG1,9,-0.5247,13,0.52476
GRCh38_ENSG00000133193,GRCh38_FAM104A,40,-0.4898,56,0.48984
GRCh38_ENSG00000179604,GRCh38_CDC42EP4,22,-1.1737,51,1.17378
GRCh38_ENSG00000172809,GRCh38_RPL38,486,-1.0061,976,1.00610
GRCh38_ENSG00000109062,GRCh38_SLC9A3R1,82,-0.5374,119,0.53747
GRCh38_ENSG00000109065,GRCh38_NAT9,24,0.18196,21,-0.1819
GRCh38_ENSG00000109066,GRCh38_TMEM104,22,0.12494,20,-0.1249
GRCh38_ENSG00000161513,GRCh38_FDXR,9,-1.0919,20,1.09197
GRCh38_ENSG00000167862,GRCh38_MRPL58,23,-0.8870,42,0.88702
GRCh38_ENSG00000180901,GRCh38_KCTD2,21,-0.6464,34,0.64646
GRCh38_ENSG00000167863,GRCh38_ATP5PD,81,-0.8984,152,0.89843
GRCh38_ENSG00000125449,GRCh38_ARMC7,13,-0.3304,16,0.33044
GRCh38_ENSG00000125458,GRCh38_NT5C,54,-0.2830,66,0.28302
GRCh38_ENSG00000189159,GRCh38_JPT1,107,-1.0274,218,1.02748
GRCh38_ENSG00000188612,GRCh38_SUMO2,176,-0.7113,288,0.71134
GRCh38_ENSG00000125450,GRCh38_NUP85,34,-0.0681,36,0.06816
GRCh38_ENSG00000125447,GRCh38_GGA3,29,-0.2664,34,0.26646
GRCh38_ENSG00000125445,GRCh38_MRPS7,68,-0.5160,98,0.51608
GRCh38_ENSG00000125457,GRCh38_MIF4GD,6,-1.3304,17,1.33045
GRCh38_ENSG00000177885,GRCh38_GRB2,73,-0.3741,95,0.37410
GRCh38_ENSG00000177728,GRCh38_TMEM94,40,0.52126,28,-0.5212
GRCh38_ENSG00000177303,GRCh38_CASKIN2,18,-0.1005,20,0.10052
GRCh38_ENSG00000182173,GRCh38_TSEN54,14,-0.5937,21,0.59375
GRCh38_ENSG00000073350,GRCh38_LLGL2,20,-1.7901,69,1.79018
GRCh38_ENSG00000108469,GRCh38_RECQL5,27,0.00084,27,-0.0008
GRCh38_ENSG00000204323,GRCh38_SMIM5,0,-4.5965,15,4.59657
GRCh38_ENSG00000161526,GRCh38_SAP30BP,67,-0.3058,83,0.30581
GRCh38_ENSG00000132470,GRCh38_ITGB4,350,-0.5952,529,0.59525
GRCh38_ENSG00000108479,GRCh38_GALK1,14,-0.7462,24,0.74623
GRCh38_ENSG00000132475,GRCh38_H3F3B,592,-1.0432,1220,1.04329
GRCh38_ENSG00000132478,GRCh38_UNK,33,0.52478,23,-0.5247
GRCh38_ENSG00000092929,GRCh38_UNC13D,25,-0.0427,25,0.04271
GRCh38_ENSG00000132471,GRCh38_WBP2,54,-0.9490,105,0.94902
GRCh38_ENSG00000132481,GRCh38_TRIM47,40,-0.2376,47,0.23767
GRCh38_ENSG00000141569,GRCh38_TRIM65,14,0.26866,12,-0.2686
GRCh38_ENSG00000204316,GRCh38_MRPL38,56,-0.0601,59,0.06013
GRCh38_ENSG00000161533,GRCh38_ACOX1,23,-0.7569,40,0.75691
GRCh38_ENSG00000257949,GRCh38_TEN1,13,-0.7767,22,0.77679
GRCh38_ENSG00000167880,GRCh38_EVPL,29,-2.5374,173,2.53742
GRCh38_ENSG00000167881,GRCh38_SRP68,87,-0.1433,96,0.14332
GRCh38_ENSG00000182473,GRCh38_EXOC7,76,-0.3500,96,0.35006
GRCh38_ENSG00000185262,GRCh38_UBALD2,89,-0.3616,115,0.36167
GRCh38_ENSG00000161542,GRCh38_PRPSAP1,27,-0.3373,34,0.33737
GRCh38_ENSG00000176170,GRCh38_SPHK1,190,0.50439,134,-0.5043
GRCh38_ENSG00000175931,GRCh38_UBE2O,15,-0.6744,25,0.67449
GRCh38_ENSG00000129667,GRCh38_RHBDF2,77,-0.3731,100,0.37314
GRCh38_ENSG00000161544,GRCh38_CYGB,33,1.27685,13,-1.2768
GRCh38_ENSG00000163597,GRCh38_SNHG16,90,-0.6697,144,0.66976
GRCh38_ENSG00000182534,GRCh38_MXRA7,114,-0.2391,134,0.23916
GRCh38_ENSG00000070495,GRCh38_JMJD6,31,0.66749,19,-0.6674
GRCh38_ENSG00000181038,GRCh38_METTL23,31,0.07259,30,-0.0725
GRCh38_ENSG00000161547,GRCh38_SRSF2,225,-0.0223,229,0.02237
GRCh38_ENSG00000092931,GRCh38_MFSD11,27,-0.3834,36,0.38344
GRCh38_ENSG00000129657,GRCh38_SEC14L1,67,0.64387,42,-0.6438
GRCh38_ENSG00000184640,GRCh38_SEPTIN9,145,-0.2319,170,0.23195
GRCh38_ENSG00000141524,GRCh38_TMC6,76,0.41059,57,-0.4105
GRCh38_ENSG00000167895,GRCh38_TMC8,17,0.27113,14,-0.2711
GRCh38_ENSG00000108639,GRCh38_SYNGR2,160,-0.3734,208,0.37344
GRCh38_ENSG00000167900,GRCh38_TK1,17,-1.2531,40,1.25312
GRCh38_ENSG00000183077,GRCh38_AFMID,9,-0.8021,17,0.80215
GRCh38_ENSG00000089685,GRCh38_BIRC5,21,-0.5941,32,0.59417
GRCh38_ENSG00000184557,GRCh38_SOCS3,39,-0.2719,47,0.27199
GRCh38_ENSG00000087157,GRCh38_PGS1,35,-0.1089,38,0.10894
GRCh38_ENSG00000187775,GRCh38_DNAH17,9,-1.0638,20,1.06389
GRCh38_ENSG00000108669,GRCh38_CYTH1,62,-0.2557,74,0.25570
GRCh38_ENSG00000055483,GRCh38_USP36,28,0.10903,26,-0.1090
GRCh38_ENSG00000035862,GRCh38_TIMP2,296,0.44394,217,-0.4439
GRCh38_ENSG00000108679,GRCh38_LGALS3BP,449,-0.4078,596,0.40786
GRCh38_ENSG00000171302,GRCh38_CANT1,72,-0.4697,100,0.46970
GRCh38_ENSG00000173918,GRCh38_C1QTNF1,30,0.70651,18,-0.7065
GRCh38_ENSG00000167280,GRCh38_ENGASE,25,0.39086,19,-0.3908
GRCh38_ENSG00000141582,GRCh38_CBX4,48,-0.1833,55,0.18332
GRCh38_ENSG00000167291,GRCh38_TBC1D16,23,0.44534,17,-0.4453
GRCh38_ENSG00000171298,GRCh38_GAA,138,0.08544,130,-0.0854
GRCh38_ENSG00000141543,GRCh38_EIF4A3,62,-1.2951,153,1.29513
GRCh38_ENSG00000141527,GRCh38_CARD14,10,-1.1252,22,1.12522
GRCh38_ENSG00000181523,GRCh38_SGSH,15,-0.8348,26,0.83488
GRCh38_ENSG00000173821,GRCh38_RNF213,215,-0.3090,266,0.30901
GRCh38_ENSG00000173818,GRCh38_ENDOV,8,-0.5673,13,0.56730
GRCh38_ENSG00000141564,GRCh38_RPTOR,17,0.17811,15,-0.1781
GRCh38_ENSG00000176108,GRCh38_CHMP6,19,0.23661,16,-0.2366
GRCh38_ENSG00000175866,GRCh38_BAIAP2,37,-1.4470,101,1.44709
GRCh38_ENSG00000141577,GRCh38_CEP131,43,0.55349,29,-0.5534
GRCh38_ENSG00000167302,GRCh38_TEPSIN,27,-0.0141,27,0.01415
GRCh38_ENSG00000224877,GRCh38_NDUFAF8,112,0.13209,103,-0.1320
GRCh38_ENSG00000157637,GRCh38_SLC38A10,112,-0.0054,113,0.00547
GRCh38_ENSG00000266074,GRCh38_BAHCC1,13,-0.0465,13,0.04655
GRCh38_ENSG00000184009,GRCh38_ACTG1,3229,-0.6196,4961,0.61962
GRCh38_ENSG00000185504,GRCh38_FAAP100,63,0.62200,41,-0.6220
GRCh38_ENSG00000182446,GRCh38_NPLOC4,131,-0.3870,171,0.38708
GRCh38_ENSG00000182612,GRCh38_TSPAN10,7,-2.4552,40,2.45524
GRCh38_ENSG00000204237,GRCh38_OXLD1,30,-0.6136,47,0.61369
GRCh38_ENSG00000185298,GRCh38_CCDC137,24,-0.1488,27,0.14885
GRCh38_ENSG00000214087,GRCh38_ARL16,35,-0.0010,35,0.00101
GRCh38_ENSG00000185359,GRCh38_HGS,93,-0.5421,136,0.54214
GRCh38_ENSG00000262814,GRCh38_MRPL12,64,-0.7928,111,0.79285
GRCh38_ENSG00000183048,GRCh38_SLC25A10,10,-0.9039,20,0.90391
GRCh38_ENSG00000225663,GRCh38_MCRIP1,69,-0.2182,81,0.21829
GRCh38_ENSG00000185624,GRCh38_P4HB,671,-0.1875,764,0.18752
GRCh38_ENSG00000141522,GRCh38_ARHGDIA,243,-0.1653,273,0.16536
GRCh38_ENSG00000183684,GRCh38_ALYREF,25,-0.2682,30,0.26824
GRCh38_ENSG00000141552,GRCh38_ANAPC11,88,-1.0678,185,1.06786
GRCh38_ENSG00000185813,GRCh38_PCYT2,16,-0.5475,24,0.54758
GRCh38_ENSG00000187531,GRCh38_SIRT7,63,-0.2025,72,0.20258
GRCh38_ENSG00000197063,GRCh38_MAFG,22,-0.0184,22,0.01847
GRCh38_ENSG00000183010,GRCh38_PYCR1,23,-0.1849,26,0.18491
GRCh38_ENSG00000169696,GRCh38_ASPSCR1,32,0.17119,28,-0.1711
GRCh38_ENSG00000169689,GRCh38_CENPX,44,-0.7167,72,0.71674
GRCh38_ENSG00000169683,GRCh38_LRRC45,8,-1.0252,17,1.02529
GRCh38_ENSG00000169738,GRCh38_DCXR,42,-0.6597,66,0.65970
GRCh38_ENSG00000169733,GRCh38_RFNG,28,-0.3254,35,0.32547
GRCh38_ENSG00000169727,GRCh38_GPS1,47,-0.7375,78,0.73752
GRCh38_ENSG00000169718,GRCh38_DUS1L,93,-0.1335,102,0.13354
GRCh38_ENSG00000169710,GRCh38_FASN,54,-0.6579,85,0.65797
GRCh38_ENSG00000176155,GRCh38_CCDC57,37,0.88498,20,-0.8849
GRCh38_ENSG00000141526,GRCh38_SLC16A3,42,0.01113,42,-0.0111
GRCh38_ENSG00000141551,GRCh38_CSNK1D,90,-0.2782,109,0.27824
GRCh38_ENSG00000173762,GRCh38_CD7,21,-0.3886,28,0.38866
GRCh38_ENSG00000141574,GRCh38_SECTM1,82,-0.3857,108,0.38578
GRCh38_ENSG00000181396,GRCh38_OGFOD3,27,-0.0878,28,0.08783
GRCh38_ENSG00000169660,GRCh38_HEXD,57,0.77261,33,-0.7726
GRCh38_ENSG00000178927,GRCh38_CYBC1,139,0.64100,89,-0.6410
GRCh38_ENSG00000141562,GRCh38_NARF,62,0.59609,41,-0.5960
