Feature,Normalized.Dispersion
GRCh38_ENSG00000183615,3.141106274262481
GRCh38_ENSG00000182866,0.03408091590454876
GRCh38_ENSG00000116478,4.852386584846626
GRCh38_ENSG00000175130,-0.7344573563179841
GRCh38_ENSG00000162526,1.4388915306262628
GRCh38_ENSG00000225828,-1.5182199385016562
GRCh38_ENSG00000160058,-1.4876973785883079
GRCh38_ENSG00000160062,0.7720865783902138
GRCh38_ENSG00000176261,11.436719053602307
GRCh38_ENSG00000162521,3.3262226736668037
GRCh38_ENSG00000162520,3.216616170735915
GRCh38_ENSG00000224409,0.0872079483695177
GRCh38_ENSG00000162522,-0.032437366052116216
GRCh38_ENSG00000134684,-0.13706996530548748
GRCh38_ENSG00000116497,-0.7146196171466191
GRCh38_ENSG00000160097,0.6889136606603584
GRCh38_ENSG00000121905,1.7691306682179975
GRCh38_ENSG00000121900,-0.33161911171399416
GRCh38_ENSG00000116514,-0.6084525560990286
GRCh38_ENSG00000004455,2.4999735028210717
GRCh38_ENSG00000142920,0.8573197772803998
GRCh38_ENSG00000116525,-1.0546773807029446
GRCh38_ENSG00000160094,3.9458626382501367
GRCh38_ENSG00000270115,-4.14655618202926
GRCh38_ENSG00000134686,1.9082855995497212
GRCh38_ENSG00000121903,1.2627038624112272
GRCh38_ENSG00000121904,0.992634518167948
GRCh38_ENSG00000163866,-0.07290234135975045
GRCh38_ENSG00000189280,-0.8833364767574782
GRCh38_ENSG00000189433,-0.5668770782215776
GRCh38_ENSG00000188910,-0.8189354097447866
GRCh38_ENSG00000187513,0.3666011902844792
GRCh38_ENSG00000116544,8.090862516836616
GRCh38_ENSG00000243749,2.801995420980174
GRCh38_ENSG00000163867,-0.017880607994438698
GRCh38_ENSG00000197056,6.319336064814011
GRCh38_ENSG00000284640,5.613057487823586
GRCh38_ENSG00000116560,-1.3352976011633488
GRCh38_ENSG00000146463,4.024997884927398
GRCh38_ENSG00000142687,6.733655709344008
GRCh38_ENSG00000020129,0.24271802248325675
GRCh38_ENSG00000239636,-0.5063607059658081
GRCh38_ENSG00000116819,0.853089731522188
GRCh38_ENSG00000126067,-0.4390975222224191
GRCh38_ENSG00000142686,-1.8541235579336794
GRCh38_ENSG00000092853,7.527383932336413
GRCh38_ENSG00000134698,-0.9614014839315851
GRCh38_ENSG00000092847,-0.7835374070239542
GRCh38_ENSG00000126070,8.112217482646392
GRCh38_ENSG00000271554,NaN
GRCh38_ENSG00000092850,NaN
GRCh38_ENSG00000116863,-1.8797574913678774
GRCh38_ENSG00000171812,-0.8076749059695758
GRCh38_ENSG00000054116,1.1177984864702888
GRCh38_ENSG00000116871,-0.7390335064595179
GRCh38_ENSG00000054118,-1.0309491864654454
GRCh38_ENSG00000214193,-1.4907551690967948
GRCh38_ENSG00000142694,-0.011923343088502123
